tissue	cell_type_group	cl_ids_grouped	gene_ensembl	gene_soma_joinid	total_cells	pos_cells	pct_pos	mean_logCPTT_pos_dataset_avg	mean_logCPTT_allcells_dataset_avg
blood	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000054598	3907	0	0	0.000000	0.000000	0.000000
blood	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000054598	3907	0	0	0.000000	0.000000	0.000000
blood	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000054598	3907	1350506	1	0.000074	1.596132	0.000118
ureter	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000054598	3907	0	0	0.000000	0.000000	0.000000
ureter	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000054598	3907	24813	5700	22.971829	0.782415	0.283446
ureter	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000054598	3907	0	0	0.000000	0.000000	0.000000
breast	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000167670	16191	661862	1815	0.274226	1.300415	0.035405
breast	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000167670	16191	0	0	0.000000	0.000000	0.000000
breast	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000167670	16191	44645	37	0.082876	1.441203	0.017464
blood	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000167670	16191	0	0	0.000000	0.000000	0.000000
blood	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000167670	16191	0	0	0.000000	0.000000	0.000000
blood	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000167670	16191	1350506	2120	0.156978	1.476461	0.036751
ureter	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000167670	16191	0	0	0.000000	0.000000	0.000000
ureter	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000167670	16191	24813	751	3.026639	0.545832	0.058370
ureter	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000167670	16191	0	0	0.000000	0.000000	0.000000
breast	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000145604	14982	661862	324	0.048953	0.945559	0.018301
breast	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000145604	14982	0	0	0.000000	0.000000	0.000000
breast	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000145604	14982	44645	14	0.031358	1.249448	0.015078
blood	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000145604	14982	0	0	0.000000	0.000000	0.000000
blood	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000145604	14982	0	0	0.000000	0.000000	0.000000
blood	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000145604	14982	1350506	1735	0.128470	1.480142	0.049823
ureter	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000145604	14982	0	0	0.000000	0.000000	0.000000
ureter	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000145604	14982	24813	545	2.196429	0.512191	0.055647
ureter	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000145604	14982	0	0	0.000000	0.000000	0.000000
breast	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000013619	12729	661862	3049	0.460670	1.309092	0.028409
breast	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000013619	12729	0	0	0.000000	0.000000	0.000000
breast	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000013619	12729	44645	13	0.029119	1.239941	0.014292
blood	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000013619	12729	0	0	0.000000	0.000000	0.000000
blood	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000013619	12729	0	0	0.000000	0.000000	0.000000
blood	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000013619	12729	1350506	191	0.014143	1.577523	0.004421
ureter	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000013619	12729	0	0	0.000000	0.000000	0.000000
ureter	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000013619	12729	24813	3	0.012090	0.558508	0.000763
ureter	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000013619	12729	0	0	0.000000	0.000000	0.000000
breast	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000102554	13310	661862	138576	20.937295	1.542670	0.274591
breast	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000102554	13310	0	0	0.000000	0.000000	0.000000
breast	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000102554	13310	44645	572	1.281219	1.653513	0.112342
blood	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000102554	13310	0	0	0.000000	0.000000	0.000000
blood	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000102554	13310	0	0	0.000000	0.000000	0.000000
blood	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000102554	13310	1350506	1435	0.106256	1.685306	0.019516
ureter	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000102554	13310	0	0	0.000000	0.000000	0.000000
ureter	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000102554	13310	24813	18579	74.876073	1.394345	1.149206
ureter	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000102554	13310	0	0	0.000000	0.000000	0.000000
breast	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000007968	12695	661862	82	0.012389	1.030409	0.002030
breast	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000007968	12695	0	0	0.000000	0.000000	0.000000
breast	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000007968	12695	44645	3	0.006720	0.643291	0.000939
blood	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000007968	12695	0	0	0.000000	0.000000	0.000000
blood	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000007968	12695	0	0	0.000000	0.000000	0.000000
blood	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000007968	12695	1350506	490	0.036283	1.371685	0.009212
ureter	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000007968	12695	0	0	0.000000	0.000000	0.000000
ureter	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000007968	12695	24813	25	0.100754	0.502831	0.001866
ureter	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000007968	12695	0	0	0.000000	0.000000	0.000000
breast	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000112242	3977	661862	14420	2.178702	1.253725	0.107481
breast	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000112242	3977	0	0	0.000000	0.000000	0.000000
breast	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000112242	3977	44645	178	0.398701	1.521156	0.051418
blood	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000112242	3977	0	0	0.000000	0.000000	0.000000
blood	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000112242	3977	0	0	0.000000	0.000000	0.000000
blood	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000112242	3977	1350506	3963	0.293446	1.666007	0.060725
ureter	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000112242	3977	0	0	0.000000	0.000000	0.000000
ureter	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000112242	3977	24813	2082	8.390763	0.553918	0.128240
ureter	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000112242	3977	0	0	0.000000	0.000000	0.000000
breast	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000187079	6597	661862	78276	11.826635	1.458987	0.308727
breast	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000187079	6597	0	0	0.000000	0.000000	0.000000
breast	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000187079	6597	44645	101	0.226229	1.527197	0.042983
blood	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000187079	6597	0	0	0.000000	0.000000	0.000000
blood	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000187079	6597	0	0	0.000000	0.000000	0.000000
blood	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000187079	6597	1350506	35	0.002592	1.476923	0.000867
ureter	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000187079	6597	0	0	0.000000	0.000000	0.000000
ureter	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000187079	6597	24813	5340	21.520977	0.672345	0.261853
ureter	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000187079	6597	0	0	0.000000	0.000000	0.000000
breast	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000074219	11998	661862	19149	2.893201	1.285053	0.087192
breast	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000074219	11998	0	0	0.000000	0.000000	0.000000
breast	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000074219	11998	44645	104	0.232949	1.621529	0.039391
blood	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000074219	11998	0	0	0.000000	0.000000	0.000000
blood	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000074219	11998	0	0	0.000000	0.000000	0.000000
blood	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000074219	11998	1350506	1	0.000074	1.653750	0.000610
ureter	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000074219	11998	0	0	0.000000	0.000000	0.000000
ureter	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000074219	11998	24813	14	0.056422	0.783299	0.001265
ureter	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000074219	11998	0	0	0.000000	0.000000	0.000000
breast	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000007866	4150	661862	15435	2.332057	1.249212	0.112794
breast	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000007866	4150	0	0	0.000000	0.000000	0.000000
breast	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000007866	4150	44645	39	0.087356	1.547760	0.028838
blood	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000007866	4150	0	0	0.000000	0.000000	0.000000
blood	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000007866	4150	0	0	0.000000	0.000000	0.000000
blood	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000007866	4150	1350506	11	0.000815	1.547991	0.001153
ureter	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000007866	4150	0	0	0.000000	0.000000	0.000000
ureter	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000007866	4150	24813	2448	9.865796	0.567596	0.153001
ureter	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000007866	4150	0	0	0.000000	0.000000	0.000000
breast	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000197905	7700	661862	12820	1.936960	1.238374	0.069382
breast	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000197905	7700	0	0	0.000000	0.000000	0.000000
breast	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000197905	7700	44645	64	0.143353	1.245827	0.039552
blood	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000197905	7700	0	0	0.000000	0.000000	0.000000
blood	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000197905	7700	0	0	0.000000	0.000000	0.000000
blood	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000197905	7700	1350506	35	0.002592	0.849702	0.001442
ureter	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000197905	7700	0	0	0.000000	0.000000	0.000000
ureter	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000197905	7700	24813	80	0.322412	0.779088	0.014512
ureter	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000197905	7700	0	0	0.000000	0.000000	0.000000
breast	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000160051	294	661862	250	0.037772	1.196620	0.010744
breast	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000160051	294	0	0	0.000000	0.000000	0.000000
breast	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000160051	294	44645	4	0.008960	1.576303	0.004177
blood	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000160051	294	0	0	0.000000	0.000000	0.000000
blood	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000160051	294	0	0	0.000000	0.000000	0.000000
blood	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000160051	294	1350506	128	0.009478	1.746782	0.005521
ureter	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000160051	294	0	0	0.000000	0.000000	0.000000
ureter	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000160051	294	24813	48	0.193447	0.572774	0.012576
ureter	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000160051	294	0	0	0.000000	0.000000	0.000000
breast	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000184661	17763	661862	504	0.076149	1.031728	0.009311
breast	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000184661	17763	0	0	0.000000	0.000000	0.000000
breast	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000184661	17763	44645	5	0.011199	1.279246	0.001464
blood	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000184661	17763	0	0	0.000000	0.000000	0.000000
blood	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000184661	17763	0	0	0.000000	0.000000	0.000000
blood	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000184661	17763	1350506	847	0.062717	1.361117	0.011191
ureter	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000184661	17763	0	0	0.000000	0.000000	0.000000
ureter	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000184661	17763	24813	110	0.443316	0.593241	0.007597
ureter	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000184661	17763	0	0	0.000000	0.000000	0.000000
breast	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000083307	5841	661862	17527	2.648135	1.423282	0.316824
breast	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000083307	5841	0	0	0.000000	0.000000	0.000000
breast	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000083307	5841	44645	20	0.044798	1.194507	0.013046
blood	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000083307	5841	0	0	0.000000	0.000000	0.000000
blood	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000083307	5841	0	0	0.000000	0.000000	0.000000
blood	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000083307	5841	1350506	2	0.000148	1.383198	0.000283
ureter	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000083307	5841	0	0	0.000000	0.000000	0.000000
ureter	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000083307	5841	24813	1311	5.283521	0.545646	0.099442
