tissue	cell_type_group	cl_ids_grouped	gene_ensembl	gene_soma_joinid	total_cells	pos_cells	pct_pos	mean_logCPTT_pos_dataset_avg	mean_logCPTT_allcells_dataset_avg
breast	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000082175	13007	661862	23374	3.531552	1.705885	0.189533
breast	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000082175	13007	0	0	0.000000	0.000000	0.000000
breast	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000082175	13007	44645	24	0.053757	1.687502	0.007277
blood	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000082175	13007	0	0	0.000000	0.000000	0.000000
blood	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000082175	13007	0	0	0.000000	0.000000	0.000000
blood	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000082175	13007	1350506	0	0.000000	0.000000	0.000154
ureter	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000082175	13007	0	0	0.000000	0.000000	0.000000
ureter	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000082175	13007	24813	2	0.008060	1.221573	0.000223
ureter	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000082175	13007	0	0	0.000000	0.000000	0.000000
breast	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000106004	4644	661862	16218	2.450360	0.927495	0.039635
breast	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000106004	4644	0	0	0.000000	0.000000	0.000000
breast	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000106004	4644	44645	99	0.221749	1.665550	0.033480
blood	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000106004	4644	0	0	0.000000	0.000000	0.000000
blood	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000106004	4644	0	0	0.000000	0.000000	0.000000
blood	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000106004	4644	1350506	2	0.000148	1.888951	0.000307
ureter	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000106004	4644	0	0	0.000000	0.000000	0.000000
ureter	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000106004	4644	24813	1099	4.429130	0.618851	0.075699
ureter	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000106004	4644	0	0	0.000000	0.000000	0.000000
breast	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000049768	12799	661862	117	0.017677	1.141609	0.004121
breast	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000049768	12799	0	0	0.000000	0.000000	0.000000
breast	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000049768	12799	44645	40	0.089596	1.942434	0.010382
blood	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000049768	12799	0	0	0.000000	0.000000	0.000000
blood	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000049768	12799	0	0	0.000000	0.000000	0.000000
blood	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000049768	12799	1350506	4043	0.299369	1.850079	0.048636
ureter	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000049768	12799	0	0	0.000000	0.000000	0.000000
ureter	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000049768	12799	24813	7	0.028211	1.688007	0.001209
ureter	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000049768	12799	0	0	0.000000	0.000000	0.000000
breast	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000082014	5106	661862	8840	1.335626	1.346189	0.079404
breast	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000082014	5106	0	0	0.000000	0.000000	0.000000
breast	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000082014	5106	44645	95	0.212790	1.520267	0.030134
blood	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000082014	5106	0	0	0.000000	0.000000	0.000000
blood	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000082014	5106	0	0	0.000000	0.000000	0.000000
blood	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000082014	5106	1350506	664	0.049167	1.695230	0.020650
ureter	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000082014	5106	0	0	0.000000	0.000000	0.000000
ureter	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000082014	5106	24813	259	1.043808	0.544310	0.037221
ureter	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000082014	5106	0	0	0.000000	0.000000	0.000000
breast	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000137818	9230	661862	632113	95.505256	3.644165	3.040654
breast	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000137818	9230	0	0	0.000000	0.000000	0.000000
breast	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000137818	9230	44645	44536	99.755852	4.457187	4.447319
blood	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000137818	9230	0	0	0.000000	0.000000	0.000000
blood	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000137818	9230	0	0	0.000000	0.000000	0.000000
blood	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000137818	9230	1350506	1340242	99.239989	4.541165	4.334438
ureter	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000137818	9230	0	0	0.000000	0.000000	0.000000
ureter	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000137818	9230	24813	24562	98.988433	4.280969	4.253202
ureter	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000137818	9230	0	0	0.000000	0.000000	0.000000
breast	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000131469	10368	661862	579612	87.572938	2.343287	1.696794
breast	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000131469	10368	0	0	0.000000	0.000000	0.000000
breast	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000131469	10368	44645	39511	88.500392	2.878600	2.676370
blood	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000131469	10368	0	0	0.000000	0.000000	0.000000
blood	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000131469	10368	0	0	0.000000	0.000000	0.000000
blood	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000131469	10368	1350506	1297742	96.093020	2.982273	2.713196
ureter	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000131469	10368	0	0	0.000000	0.000000	0.000000
ureter	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000131469	10368	24813	23337	94.051505	2.580022	2.490166
ureter	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000131469	10368	0	0	0.000000	0.000000	0.000000
breast	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000075624	4578	661862	603366	91.161904	3.015732	2.286140
breast	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000075624	4578	0	0	0.000000	0.000000	0.000000
breast	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000075624	4578	44645	30465	68.238325	2.884120	2.373683
blood	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000075624	4578	0	0	0.000000	0.000000	0.000000
blood	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000075624	4578	0	0	0.000000	0.000000	0.000000
blood	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000075624	4578	1350506	1276000	94.483105	3.489614	3.344594
ureter	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000075624	4578	0	0	0.000000	0.000000	0.000000
ureter	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000075624	4578	24813	24028	96.836336	2.315629	2.271513
ureter	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000075624	4578	0	0	0.000000	0.000000	0.000000
breast	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000111640	7722	661862	572841	86.549915	2.545366	1.725723
breast	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000111640	7722	0	0	0.000000	0.000000	0.000000
breast	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000111640	7722	44645	28160	63.075372	2.886120	2.380558
blood	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000111640	7722	0	0	0.000000	0.000000	0.000000
blood	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000111640	7722	0	0	0.000000	0.000000	0.000000
blood	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000111640	7722	1350506	873749	64.697898	2.521344	1.987833
ureter	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000111640	7722	0	0	0.000000	0.000000	0.000000
ureter	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000111640	7722	24813	23983	96.654979	2.544067	2.488833
ureter	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000111640	7722	0	0	0.000000	0.000000	0.000000
