,,,,,,,,Two color points Chart 1:,,,,,,,,,,,,,,,FDR cut-off,
ID,Uniprot Accession,Description,gene_name,-Log Student's T-test p-value,Student's T-test Difference,FDR Significant ,significant or not,Significant,Not significant,MS/MS count 957,MS/MS count 958,MS/MS count 959,MS/MS count 960,MS/MS count 961,MS/MS count 962,LFQ intensity 957,LFQ intensity 958,LFQ intensity 959,LFQ intensity 960,LFQ intensity 961,LFQ intensity 962,,x,y
1244,P43897,"Elongation factor Ts, mitochondrial",TSFM,3.672,-1.208,+,Significant,-1.208,#N/A,11,9,9,6,13,7,24.386,24.403,24.440,25.438,25.667,25.749,,28.8,1.0
2906,Q969Z0,Protein TBRG4,TBRG4,1.976,-1.207,+,Significant,-1.207,#N/A,11,14,10,12,17,15,23.870,23.528,23.474,24.702,25.289,24.503,,28.8,1.0
3313,Q9BZE1,"39S ribosomal protein L37, mitochondrial",MRPL37,2.107,-1.205,+,Significant,-1.205,#N/A,2,1,4,5,5,4,21.075,21.318,21.831,22.709,22.414,22.715,,28.8,1.0
3302,Q9BYD3,"39S ribosomal protein L4, mitochondrial",MRPL4,1.850,-1.203,+,Significant,-1.203,#N/A,4,2,6,2,4,3,22.644,22.208,22.432,23.246,23.521,24.127,,28.8,1.0
1953,Q14011,Cold-inducible RNA-binding protein,CIRBP,2.212,-1.198,+,Significant,-1.198,#N/A,1,1,1,5,1,3,22.358,22.541,22.044,23.620,23.172,23.744,,28.8,1.0
2719,Q8NFV4,Alpha/beta hydrolase domain-containing protein 11,ABHD11,2.407,-1.185,+,Significant,-1.185,#N/A,5,1,7,4,4,3,22.958,23.233,22.820,23.901,24.225,24.439,,28.7,1.0
951,P23246,"Splicing factor, proline- and glutamine-rich",SFPQ,2.786,-1.181,+,Significant,-1.181,#N/A,31,19,20,31,31,37,26.341,25.925,26.074,27.166,27.231,27.487,,28.7,1.0
1787,Q08211,ATP-dependent RNA helicase A,DHX9,2.342,-1.171,+,Significant,-1.171,#N/A,40,29,35,35,40,55,26.264,25.679,25.958,27.092,26.968,27.355,,28.7,1.0
2369,Q6NXG1,Epithelial splicing regulatory protein 1,ESRP1,3.228,-1.169,+,Significant,-1.169,#N/A,2,3,4,2,3,4,23.275,22.912,23.180,24.319,24.199,24.356,,28.7,1.0
1363,P50750,Cyclin-dependent kinase 9,CDK9,4.587,-1.153,+,Significant,-1.153,#N/A,3,1,2,3,4,6,22.990,23.082,22.956,24.173,24.094,24.220,,28.7,1.0
2651,Q8N684,Cleavage and polyadenylation specificity factor subunit 7,CPSF7,2.229,-1.147,+,Significant,-1.147,#N/A,8,3,5,10,8,8,23.362,22.767,23.146,24.229,24.027,24.462,,28.7,1.0
727,P09651;Q32P51,"Heterogeneous nuclear ribonucleoprotein A1;Heterogeneous nuclear ribonucleoprotein A1, N-terminally processed;Heterogeneous nuclear ribonucleoprotein A1-like 2",HNRNPA1;HNRNPA1L2,2.320,-1.140,+,Significant,-1.140,#N/A,47,29,30,44,33,34,27.429,26.941,26.755,28.201,28.171,28.173,,28.7,1.0
1396,P51991,Heterogeneous nuclear ribonucleoprotein A3,HNRNPA3,2.131,-1.102,+,Significant,-1.102,#N/A,26,27,21,25,24,33,26.107,25.627,25.357,26.788,26.795,26.813,,28.7,1.0
1087,P31943,"Heterogeneous nuclear ribonucleoprotein H;Heterogeneous nuclear ribonucleoprotein H, N-terminally processed",HNRNPH1,2.114,-1.077,+,Significant,-1.077,#N/A,34,16,21,24,23,27,26.696,26.116,26.220,27.371,27.238,27.655,,28.7,1.0
1881,Q13310,Polyadenylate-binding protein 4,PABPC4,2.332,-1.077,+,Significant,-1.077,#N/A,8,4,6,11,9,9,24.185,23.622,23.637,24.867,24.962,24.847,,28.7,1.0
702,P08621,U1 small nuclear ribonucleoprotein 70 kDa,SNRNP70,2.464,-1.071,+,Significant,-1.071,#N/A,19,7,16,15,15,16,24.096,23.640,23.624,24.927,24.704,24.942,,28.6,1.0
2913,Q96AE4,Far upstream element-binding protein 1,FUBP1,2.281,-1.071,+,Significant,-1.071,#N/A,12,7,12,15,8,18,24.560,24.090,24.056,25.320,25.118,25.480,,28.6,1.0
1860,Q13148,TAR DNA-binding protein 43,TARDBP,2.966,-1.055,+,Significant,-1.055,#N/A,10,9,7,12,10,12,24.642,24.405,24.644,25.782,25.447,25.626,,28.6,1.0
2908,Q96A35,"39S ribosomal protein L24, mitochondrial",MRPL24,2.973,-1.035,+,Significant,-1.035,#N/A,3,3,4,4,3,4,21.600,21.791,21.424,22.533,22.743,22.643,,28.6,1.0
13,A4D1E9,GTP-binding protein 10,GTPBP10,2.814,-1.024,+,Significant,-1.024,#N/A,0,0,0,1,1,1,20.195,20.319,20.176,21.281,21.457,21.025,,28.6,1.0
1878,Q13247,Serine/arginine-rich splicing factor 6,SRSF6,2.364,-1.013,+,Significant,-1.013,#N/A,9,7,5,6,7,7,25.626,25.106,25.138,26.266,26.253,26.391,,28.6,1.0
503,O94979,Protein transport protein Sec31A,SEC31A,2.945,-1.006,+,Significant,-1.006,#N/A,23,17,25,20,18,26,24.620,24.760,24.876,25.610,25.729,25.937,,28.6,1.0
1313,P49411,"Elongation factor Tu, mitochondrial",TUFM,2.873,-1.005,+,Significant,-1.005,#N/A,38,37,34,42,38,33,26.202,26.573,26.569,27.482,27.478,27.398,,28.6,1.0
938,P22061,Protein-L-isoaspartate(D-aspartate) O-methyltransferase,PCMT1,2.422,-0.996,+,Significant,-0.996,#N/A,26,24,25,23,30,32,27.618,28.070,28.134,28.886,28.986,28.938,,28.6,1.0
2366,Q6NVY1,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial",HIBCH,2.194,-0.995,+,Significant,-0.995,#N/A,5,3,4,3,4,2,22.161,21.879,22.000,22.672,23.116,23.237,,28.6,1.0
2080,Q15233,Non-POU domain-containing octamer-binding protein,NONO,2.606,-0.983,+,Significant,-0.983,#N/A,43,16,24,44,26,28,25.438,25.136,25.113,26.151,26.077,26.408,,28.5,1.0
1174,P38646,"Stress-70 protein, mitochondrial",HSPA9,2.309,-0.970,+,Significant,-0.970,#N/A,52,52,46,50,57,40,26.650,27.051,26.513,27.717,27.808,27.599,,28.5,1.0
3004,Q96HY7,"Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial",DHTKD1,2.442,-0.966,+,Significant,-0.966,#N/A,28,29,30,33,32,32,26.575,26.188,26.548,27.303,27.309,27.597,,28.5,1.0
876,P17844,Probable ATP-dependent RNA helicase DDX5,DDX5,2.292,-0.965,+,Significant,-0.965,#N/A,27,26,19,24,22,26,25.253,25.006,25.026,25.980,25.841,26.358,,28.5,1.0
2424,Q6Y7W6,PERQ amino acid-rich with GYF domain-containing protein 2,GIGYF2,2.608,-0.962,+,Significant,-0.962,#N/A,2,5,3,3,3,4,22.578,22.475,22.919,23.584,23.563,23.712,,28.5,1.0
3005,Q96I24,Far upstream element-binding protein 3,FUBP3,2.701,-0.943,+,Significant,-0.943,#N/A,17,9,15,12,11,17,24.413,24.150,24.386,25.196,25.124,25.457,,28.5,1.0
3067,Q96PK6,RNA-binding protein 14,RBM14,2.537,-0.934,+,Significant,-0.934,#N/A,9,9,9,9,13,14,24.397,24.125,24.430,25.294,25.049,25.411,,28.5,1.0
1723,Q02218,"2-oxoglutarate dehydrogenase, mitochondrial",OGDH,3.039,-0.928,+,Significant,-0.928,#N/A,18,20,16,21,17,15,24.633,24.945,24.846,25.836,25.699,25.673,,28.5,1.0
726,P09622,"Dihydrolipoyl dehydrogenase, mitochondrial",DLD,3.756,-0.910,+,Significant,-0.910,#N/A,8,5,8,11,9,15,24.458,24.367,24.408,25.374,25.391,25.197,,28.5,1.0
1834,Q12931,"Heat shock protein 75 kDa, mitochondrial",TRAP1,2.814,-0.907,+,Significant,-0.907,#N/A,21,28,26,23,30,20,24.958,25.328,25.017,26.030,26.038,25.955,,28.5,1.0
2157,Q16629,Serine/arginine-rich splicing factor 7,SRSF7,2.583,-0.890,+,Significant,-0.890,#N/A,8,3,7,7,6,8,25.182,24.762,24.897,25.859,25.742,25.909,,28.4,1.0
1054,P30084,"Enoyl-CoA hydratase, mitochondrial",ECHS1,2.561,-0.881,+,Significant,-0.881,#N/A,4,7,7,10,8,10,23.392,23.768,23.393,24.441,24.305,24.450,,28.4,1.0
1983,Q14254,Flotillin-2,FLOT2,2.630,-0.874,+,Significant,-0.874,#N/A,14,11,16,12,14,13,23.490,23.197,23.621,24.288,24.288,24.351,,28.4,1.0
1002,P27144,"Adenylate kinase 4, mitochondrial",AK4,2.735,-0.862,+,Significant,-0.862,#N/A,3,4,3,8,7,3,22.217,22.496,22.103,23.157,23.141,23.105,,28.4,1.0
3308,Q9BYN8,"28S ribosomal protein S26, mitochondrial",MRPS26,2.619,-0.858,+,Significant,-0.858,#N/A,2,2,4,4,4,2,28.126,28.038,28.396,29.153,28.928,29.053,,28.4,1.0
2482,Q7Z406,Myosin-14,MYH14,2.711,-0.839,+,Significant,-0.839,#N/A,47,40,38,40,43,60,26.779,26.506,26.727,27.409,27.453,27.669,,28.4,1.0
1328,P49721,Proteasome subunit beta type-2,PSMB2,3.811,0.743,+,Significant,0.743,#N/A,11,7,6,1,2,2,23.475,23.409,23.386,22.674,22.763,22.603,,28.4,1.0
2649,Q8N5M4,Tetratricopeptide repeat protein 9C,TTC9C,3.476,0.780,+,Significant,0.780,#N/A,2,1,4,0,0,0,23.400,23.403,23.281,22.549,22.689,22.506,,28.4,1.0
693,P08238,Heat shock protein HSP 90-beta,HSP90AB1,3.782,0.790,+,Significant,0.790,#N/A,151,137,132,90,90,85,29.746,29.943,29.834,29.068,29.033,29.051,,28.4,1.0
317,O43813,LanC-like protein 1,LANCL1,3.370,0.804,+,Significant,0.804,#N/A,4,2,4,1,2,3,23.671,23.828,23.852,23.035,22.882,23.022,,28.4,1.0
689,P08133,Annexin A6,ANXA6,3.706,0.804,+,Significant,0.804,#N/A,27,21,32,13,15,17,24.795,24.792,24.803,23.892,23.981,24.104,,28.3,1.0
1637,P68400;Q8NEV1,Casein kinase II subunit alpha;Casein kinase II subunit alpha 3,CSNK2A1;CSNK2A3,4.625,0.818,+,Significant,0.818,#N/A,10,6,10,3,3,0,24.721,24.655,24.657,23.800,23.890,23.887,,28.3,1.0
4044,Q9Y4W2,Ribosomal biogenesis protein LAS1L,LAS1L,3.886,0.832,+,Significant,0.832,#N/A,2,0,3,0,0,0,20.937,20.898,20.778,19.998,20.100,20.018,,28.3,1.0
2136,Q15813,Tubulin-specific chaperone E,TBCE,2.743,0.835,+,Significant,0.835,#N/A,11,4,7,3,1,1,23.228,23.088,22.866,22.183,22.310,22.185,,28.3,1.0
2047,Q15008,26S proteasome non-ATPase regulatory subunit 6,PSMD6,2.934,0.879,+,Significant,0.879,#N/A,11,9,8,4,4,5,23.931,23.683,24.037,23.030,22.978,23.005,,28.3,1.0
2996,Q96HC4,PDZ and LIM domain protein 5,PDLIM5,3.570,0.892,+,Significant,0.892,#N/A,9,2,5,1,1,0,23.069,22.849,22.877,22.091,22.005,22.024,,28.3,1.0
428,O75477,Erlin-1,ERLIN1,2.344,0.934,+,Significant,0.934,#N/A,8,5,7,5,3,5,23.568,23.847,23.746,23.035,22.775,22.549,,28.3,1.0
1708,Q01518,Adenylyl cyclase-associated protein 1,CAP1,2.374,0.936,+,Significant,0.936,#N/A,19,18,16,9,8,9,24.699,25.158,24.936,24.107,24.059,23.818,,28.3,1.0
3349,Q9H0C8,Integrin-linked kinase-associated serine/threonine phosphatase 2C,ILKAP,2.906,0.940,+,Significant,0.940,#N/A,1,3,1,1,0,2,22.742,22.372,22.630,21.653,21.699,21.573,,28.3,1.0
630,P04792,Heat shock protein beta-1,HSPB1,3.203,0.959,+,Significant,0.959,#N/A,89,81,79,49,46,42,31.046,31.238,31.280,30.208,30.125,30.356,,28.3,1.0
1364,P50851,Lipopolysaccharide-responsive and beige-like anchor protein,LRBA,3.081,0.983,+,Significant,0.983,#N/A,29,18,28,3,5,3,24.112,24.215,24.245,23.229,23.371,23.023,,28.2,1.0
1618,P63172,Dynein light chain Tctex-type 1,DYNLT1,2.779,0.997,+,Significant,0.997,#N/A,2,3,3,2,2,5,24.896,24.910,25.029,24.145,23.985,23.715,,28.2,1.0
1736,Q02880,DNA topoisomerase 2-beta,TOP2B,2.261,0.997,+,Significant,0.997,#N/A,5,5,7,1,1,2,22.221,21.799,22.379,21.249,21.106,21.053,,28.2,1.0
3320,Q9BZK7,F-box-like/WD repeat-containing protein TBL1XR1,TBL1XR1,2.144,1.021,+,Significant,1.021,#N/A,27,15,24,11,9,9,24.889,24.381,24.705,23.525,23.478,23.909,,28.2,1.0
974,P24941,Cyclin-dependent kinase 2,CDK2,2.136,1.037,+,Significant,1.037,#N/A,7,9,7,1,1,2,23.636,23.369,23.442,22.097,22.751,22.489,,28.2,1.0
2007,Q14651,Plastin-1,PLS1,3.215,1.039,+,Significant,1.039,#N/A,17,13,18,8,6,7,24.036,24.102,24.177,23.175,22.871,23.152,,28.2,1.0
3878,Q9ULJ6,Zinc finger MIZ domain-containing protein 1,ZMIZ1,2.240,1.051,+,Significant,1.051,#N/A,4,4,2,1,1,1,21.999,22.261,22.626,21.215,21.380,21.137,,28.2,1.0
2062,Q15057,"Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2",ACAP2,2.555,1.052,+,Significant,1.052,#N/A,6,8,5,4,2,1,23.981,24.361,24.052,22.949,23.297,22.992,,28.2,1.0
2073,Q15149,Plectin,PLEC,3.107,1.095,+,Significant,1.095,#N/A,430,424,436,228,228,230,29.144,29.544,29.431,28.280,28.265,28.288,,28.2,1.0
1197,P40937,Replication factor C subunit 5,RFC5,4.834,1.096,+,Significant,1.096,#N/A,14,9,13,3,5,4,24.546,24.504,24.419,23.426,23.352,23.404,,28.2,1.0
403,O75312,Zinc finger protein ZPR1,ZPR1,2.347,1.117,+,Significant,1.117,#N/A,6,4,6,2,3,2,22.820,23.110,22.898,21.754,22.156,21.569,,28.1,1.0
2146,Q16401,26S proteasome non-ATPase regulatory subunit 5,PSMD5,2.485,1.124,+,Significant,1.124,#N/A,14,13,17,5,5,6,24.960,24.435,24.791,23.715,23.428,23.673,,28.1,1.0
1169,P37837,Transaldolase,TALDO1,2.513,1.144,+,Significant,1.144,#N/A,2,6,6,1,2,0,22.850,23.380,23.165,22.021,22.126,21.816,,28.1,1.0
3026,Q96JM3,Chromosome alignment-maintaining phosphoprotein 1,CHAMP1,2.189,1.148,+,Significant,1.148,#N/A,1,1,2,0,0,0,21.396,21.109,21.665,20.019,20.179,20.529,,28.1,1.0
315,O43805,Sjoegren syndrome nuclear autoantigen 1,SSNA1,4.029,1.152,+,Significant,1.152,#N/A,2,1,2,1,0,0,22.031,21.954,22.020,20.964,20.726,20.858,,28.1,1.0
2290,Q5TGY3,AT-hook DNA-binding motif-containing protein 1,AHDC1,2.170,1.173,+,Significant,1.173,#N/A,6,3,6,0,0,0,21.465,21.386,21.993,20.445,20.224,20.656,,28.1,1.0
3294,Q9BY32,Inosine triphosphate pyrophosphatase,ITPA,2.017,1.176,+,Significant,1.176,#N/A,2,3,2,1,0,0,22.129,22.148,22.196,21.464,20.865,20.615,,28.1,1.0
122,O00178,GTP-binding protein 1,GTPBP1,2.492,1.186,+,Significant,1.186,#N/A,3,0,1,0,0,1,21.328,20.755,21.107,19.953,19.973,19.706,,28.1,1.0
311,O43768,Alpha-endosulfine,ENSA,3.341,1.189,+,Significant,1.189,#N/A,8,6,7,3,1,1,23.493,23.505,23.471,22.525,22.193,22.184,,28.1,1.0
339,O60341,Lysine-specific histone demethylase 1A,KDM1A,3.676,1.190,+,Significant,1.190,#N/A,17,9,19,6,6,4,24.001,23.864,23.989,22.707,22.655,22.922,,28.1,1.0
526,O95336,6-phosphogluconolactonase,PGLS,2.979,1.215,+,Significant,1.215,#N/A,2,1,2,0,0,0,21.688,21.702,21.419,20.591,20.216,20.357,,28.0,1.0
294,O43592,Exportin-T,XPOT,3.571,1.225,+,Significant,1.225,#N/A,18,17,25,5,4,5,24.592,24.412,24.672,23.460,23.235,23.306,,28.0,1.0
394,O75165,DnaJ homolog subfamily C member 13,DNAJC13,3.196,1.241,+,Significant,1.241,#N/A,27,18,29,6,6,2,24.098,24.412,24.057,22.933,22.848,23.062,,28.0,1.0
1957,Q14126,Desmoglein-2,DSG2,1.980,1.257,+,Significant,1.257,#N/A,30,22,26,5,11,6,25.921,25.863,25.871,24.501,25.157,24.226,,28.0,1.0
3796,Q9UGK3,Signal-transducing adaptor protein 2,STAP2,2.520,1.258,+,Significant,1.258,#N/A,2,0,0,0,0,0,21.534,21.898,21.943,20.521,20.795,20.287,,28.0,1.0
3319,Q9BZJ0,Crooked neck-like protein 1,CRNKL1,2.059,1.258,+,Significant,1.258,#N/A,7,3,9,2,0,3,22.067,21.829,22.493,21.056,20.517,21.040,,28.0,1.0
694,P08240,Signal recognition particle receptor subunit alpha,SRPR,2.568,1.259,+,Significant,1.259,#N/A,12,18,19,8,10,4,24.985,24.679,24.615,23.651,23.655,23.197,,28.0,1.0
166,O00764,Pyridoxal kinase,PDXK,2.556,1.267,+,Significant,1.267,#N/A,1,4,3,0,0,0,22.125,22.444,22.356,21.339,21.028,20.758,,28.0,1.0
582,O96019,Actin-like protein 6A,ACTL6A,1.993,1.285,+,Significant,1.285,#N/A,13,10,13,7,3,3,26.357,25.872,26.196,24.979,24.392,25.200,,28.0,1.0
628,P04632,Calpain small subunit 1,CAPNS1,1.917,1.296,+,Significant,1.296,#N/A,5,4,4,0,2,1,23.893,24.284,24.242,22.332,23.253,22.947,,28.0,1.0
2368,Q6NXE6,Armadillo repeat-containing protein 6,ARMC6,2.906,1.304,+,Significant,1.304,#N/A,2,2,2,0,0,0,21.450,21.886,21.664,20.350,20.540,20.197,,27.9,1.0
2460,Q7L5D6,Golgi to ER traffic protein 4 homolog,GET4,1.770,1.314,+,Significant,1.314,#N/A,10,8,7,4,4,2,23.383,23.821,23.385,22.030,22.803,21.814,,27.9,1.0
2489,Q7Z4W1,L-xylulose reductase,DCXR,1.781,1.331,+,Significant,1.331,#N/A,8,10,10,4,1,2,24.844,25.959,25.317,24.222,23.947,23.958,,27.9,1.0
1547,P61964,WD repeat-containing protein 5,WDR5,1.740,1.365,+,Significant,1.365,#N/A,3,2,4,1,0,0,23.628,22.586,23.558,22.067,21.686,21.924,,27.9,1.0
1859,Q13144,Translation initiation factor eIF-2B subunit epsilon,EIF2B5,2.239,1.377,+,Significant,1.377,#N/A,3,1,3,0,0,1,22.166,22.164,21.896,20.651,21.135,20.308,,27.9,1.0
1272,P46939,Utrophin,UTRN,1.810,1.383,+,Significant,1.383,#N/A,5,2,5,1,1,3,26.457,25.968,26.648,24.577,24.844,25.503,,27.9,1.0
652,P05783,"Keratin, type I cytoskeletal 18",KRT18,2.263,1.394,+,Significant,1.394,#N/A,895,719,917,401,313,391,33.582,33.423,34.022,32.481,31.918,32.445,,27.9,1.0
700,P08579,U2 small nuclear ribonucleoprotein B,SNRPB2,2.022,1.399,+,Significant,1.399,#N/A,1,2,0,0,0,0,22.191,22.017,21.921,20.308,21.219,20.404,,27.9,1.0
3165,Q99959,Plakophilin-2,PKP2,2.211,1.402,+,Significant,1.402,#N/A,11,5,8,3,3,0,22.875,22.422,22.783,21.186,21.726,20.963,,27.9,1.0
4071,Q9Y5Q9,General transcription factor 3C polypeptide 3,GTF3C3,1.683,1.419,+,Significant,1.419,#N/A,1,0,1,0,0,0,21.768,21.608,21.726,20.766,20.548,19.533,,27.9,1.0
3811,Q9UHF7,Zinc finger transcription factor Trps1,TRPS1,2.260,1.434,+,Significant,1.434,#N/A,32,26,39,11,10,13,25.117,24.694,25.373,23.496,23.416,23.971,,27.8,1.0
2075,Q15155;P69849;Q5JPE7,Nodal modulator 1;Nodal modulator 3;Nodal modulator 2,NOMO1;NOMO3;NOMO2,4.266,1.439,+,Significant,1.439,#N/A,7,3,5,0,0,0,21.938,21.972,22.125,20.644,20.465,20.610,,27.8,1.0
3090,Q96RS6,NudC domain-containing protein 1,NUDCD1,1.662,1.445,+,Significant,1.445,#N/A,2,4,6,1,0,0,22.438,22.751,22.202,21.631,20.376,21.047,,27.8,1.0
2627,Q8N1G2,Cap-specific mRNA (nucleoside-2-O-)-methyltransferase 1,CMTR1,1.599,1.451,+,Significant,1.451,#N/A,6,2,4,1,1,0,22.492,22.335,22.430,20.144,21.448,21.312,,27.8,1.0
3764,Q9UBN7,Histone deacetylase 6,HDAC6,2.147,1.461,+,Significant,1.461,#N/A,5,5,5,1,2,0,22.202,22.080,22.504,21.317,20.577,20.507,,27.8,1.0
2432,Q6ZRV2,Protein FAM83H,FAM83H,3.538,1.470,+,Significant,1.470,#N/A,54,55,64,23,22,21,25.394,25.816,25.632,24.185,24.111,24.137,,27.8,1.0
3787,Q9UEY8,Gamma-adducin,ADD3,2.410,1.475,+,Significant,1.475,#N/A,3,2,3,1,0,1,22.247,21.660,21.907,20.399,20.798,20.193,,27.8,1.0
3873,Q9UL46,Proteasome activator complex subunit 2,PSME2,3.640,1.496,+,Significant,1.496,#N/A,6,6,4,0,1,0,23.221,23.075,23.269,21.516,21.687,21.874,,27.8,1.0
1491,P58107,Epiplakin,EPPK1,3.353,1.498,+,Significant,1.498,#N/A,230,225,248,114,100,90,29.599,30.046,29.853,28.443,28.305,28.256,,27.8,1.0
2015,Q14687,Genetic suppressor element 1,GSE1,1.958,1.502,+,Significant,1.502,#N/A,4,2,6,1,0,1,22.207,21.637,22.273,20.051,20.976,20.584,,27.8,1.0
3890,Q9UM00,Transmembrane and coiled-coil domain-containing protein 1,TMCO1,2.697,1.503,+,Significant,1.503,#N/A,2,1,2,1,0,0,21.694,21.985,22.085,20.663,20.510,20.082,,27.7,1.0
2029,Q14839,Chromodomain-helicase-DNA-binding protein 4,CHD4,1.788,1.549,+,Significant,1.549,#N/A,29,17,26,4,4,2,23.862,23.354,23.889,22.295,22.671,21.493,,27.7,1.0
4082,Q9Y617,Phosphoserine aminotransferase,PSAT1,2.066,1.569,+,Significant,1.569,#N/A,6,6,6,1,0,0,22.391,22.866,21.936,21.110,20.898,20.479,,27.7,1.0
2767,Q8TF68,Zinc finger protein 384,ZNF384,1.618,1.580,+,Significant,1.580,#N/A,1,0,3,0,0,0,21.477,22.425,21.642,19.865,20.939,20.001,,27.7,1.0
2806,Q8WX92,Negative elongation factor B,NELFB,2.855,1.589,+,Significant,1.589,#N/A,7,4,2,1,3,1,22.899,22.588,22.872,20.953,21.537,21.102,,27.7,1.0
2480,Q7Z3K3,Pogo transposable element with ZNF domain,POGZ,1.526,1.596,+,Significant,1.596,#N/A,5,2,6,0,0,0,21.634,20.603,21.125,19.414,18.929,20.231,,27.7,1.0
3255,Q9BV86,"N-terminal Xaa-Pro-Lys N-methyltransferase 1;N-terminal Xaa-Pro-Lys N-methyltransferase 1, N-terminally processed",NTMT1,1.951,1.598,+,Significant,1.598,#N/A,3,1,2,1,1,0,22.252,22.077,22.385,20.299,21.334,20.285,,27.7,1.0
445,O75674,TOM1-like protein 1,TOM1L1,1.578,1.600,+,Significant,1.600,#N/A,1,2,2,0,0,0,22.218,21.877,22.166,19.790,20.331,21.338,,27.7,1.0
2623,Q8N1B4,Vacuolar protein sorting-associated protein 52 homolog,VPS52,1.930,1.616,+,Significant,1.616,#N/A,3,0,5,1,0,1,22.426,21.282,21.841,20.541,19.991,20.169,,27.7,1.0
3513,Q9NP66,High mobility group protein 20A,HMG20A,2.098,1.628,+,Significant,1.628,#N/A,0,0,2,0,0,0,21.543,21.768,21.873,19.651,20.712,19.935,,27.7,1.0
2918,Q96BJ8,Engulfment and cell motility protein 3,ELMO3,2.523,1.650,+,Significant,1.650,#N/A,2,2,3,0,0,0,21.671,21.781,22.097,19.758,20.380,20.461,,27.6,1.0
3195,Q9BRG1,Vacuolar protein-sorting-associated protein 25,VPS25,2.036,1.650,+,Significant,1.650,#N/A,2,0,0,0,0,0,22.220,22.360,21.581,19.894,20.630,20.685,,27.6,1.0
2898,Q93074,Mediator of RNA polymerase II transcription subunit 12,MED12,1.572,1.665,+,Significant,1.665,#N/A,4,4,5,0,0,0,22.193,21.418,22.351,20.755,19.538,20.672,,27.6,1.0
3841,Q9UJX3,Anaphase-promoting complex subunit 7,ANAPC7,3.986,1.709,+,Significant,1.709,#N/A,1,1,2,0,0,0,21.662,21.658,21.502,19.923,19.720,20.054,,27.6,1.0
1257,P46109,Crk-like protein,CRKL,1.746,1.721,+,Significant,1.721,#N/A,2,3,1,0,0,0,22.728,22.664,22.429,20.019,21.254,21.385,,27.6,1.0
703,P08651,Nuclear factor 1 C-type,NFIC,3.457,1.737,+,Significant,1.737,#N/A,3,1,4,0,0,0,23.432,23.278,23.566,21.672,21.472,21.919,,27.6,1.0
3122,Q99447,Ethanolamine-phosphate cytidylyltransferase,PCYT2,3.128,1.747,+,Significant,1.747,#N/A,4,3,3,0,0,0,21.859,22.019,21.656,20.394,19.864,20.035,,27.6,1.0
1984,Q14257,Reticulocalbin-2,RCN2,1.436,1.758,+,Significant,1.758,#N/A,3,5,6,0,0,0,21.875,22.903,22.461,21.234,19.690,21.039,,27.6,1.0
2711,Q8NFD5,AT-rich interactive domain-containing protein 1B,ARID1B,2.497,1.787,+,Significant,1.787,#N/A,13,5,17,0,0,0,22.829,22.186,23.089,21.085,20.798,20.861,,27.6,1.0
917,P20591,"Interferon-induced GTP-binding protein Mx1;Interferon-induced GTP-binding protein Mx1, N-terminally processed",MX1,1.603,1.787,+,Significant,1.787,#N/A,5,8,4,0,0,0,22.087,22.168,21.379,19.462,20.951,19.858,,27.6,1.0
2203,Q3ZCQ8,Mitochondrial import inner membrane translocase subunit TIM50,TIMM50,1.780,1.789,+,Significant,1.789,#N/A,0,2,0,0,0,0,22.000,22.165,20.796,20.100,19.849,19.646,,27.5,1.0
2110,Q15528,Mediator of RNA polymerase II transcription subunit 22,MED22,1.587,1.790,+,Significant,1.790,#N/A,3,1,3,0,0,0,21.893,22.044,22.487,20.506,19.443,21.104,,27.5,1.0
4038,Q9Y4K1,Absent in melanoma 1 protein,AIM1,2.764,1.832,+,Significant,1.832,#N/A,47,28,31,8,9,13,26.951,27.162,27.512,25.192,25.195,25.742,,27.5,1.0
3762,Q9UBL3,Set1/Ash2 histone methyltransferase complex subunit ASH2,ASH2L,2.733,1.835,+,Significant,1.835,#N/A,4,1,1,0,0,0,22.011,22.098,21.851,19.685,20.287,20.482,,27.5,1.0
3665,Q9NXG2,THUMP domain-containing protein 1,THUMPD1,1.669,1.855,+,Significant,1.855,#N/A,3,0,1,0,0,0,22.733,22.027,22.046,20.096,19.845,21.301,,27.5,1.0
2319,Q63HN8,E3 ubiquitin-protein ligase RNF213,RNF213,1.719,1.862,+,Significant,1.862,#N/A,9,1,3,0,0,0,21.746,20.510,20.670,19.609,19.155,18.575,,27.5,1.0
154,O00505,Importin subunit alpha-4,KPNA3,2.416,1.955,+,Significant,1.955,#N/A,4,2,1,0,0,0,22.126,22.632,22.165,20.043,20.100,20.914,,27.5,1.0
2893,Q93034,Cullin-5,CUL5,1.510,1.964,+,Significant,1.964,#N/A,7,4,12,0,1,0,22.629,22.470,23.206,21.293,21.430,19.691,,27.5,1.0
144,O00410,Importin-5,IPO5,1.470,1.976,+,Significant,1.976,#N/A,18,12,14,5,1,1,24.010,23.883,23.989,22.908,20.802,22.246,,27.5,1.0
488,O94832,Unconventional myosin-Id,MYO1D,2.831,1.990,+,Significant,1.990,#N/A,20,17,24,2,2,2,24.330,23.994,24.575,22.676,22.230,22.022,,27.5,1.0
