,,,,,,,,Two color points Chart 1:,,,,,,,,,,,,,,,FDR cut-off,
ID,Uniprot Accession,Description,gene_name,-Log Student's T-test p-value,Student's T-test Difference,FDR Significant ,significant or not,Significant,Not significant,MS/MS count 957,MS/MS count 958,MS/MS count 959,MS/MS count 960,MS/MS count 961,MS/MS count 962,LFQ intensity 957,LFQ intensity 958,LFQ intensity 959,LFQ intensity 960,LFQ intensity 961,LFQ intensity 962,,x,y
,,,,,,,,,,,,,,,,,,,,,,,5.3,1.1
,,,,,,,,,,,,,,,,,,,,,,,5.3,1.1
,,,,,,,,,,,,,,,,,,,,,,,5.3,1.1
,,,,,,,,,,,,,,,,,,,,,,,5.3,1.1
,,,,,,,,,,,,,,,,,,,,,,,5.3,1.1
,,,,,,,,,,,,,,,,,,,,,,,5.3,1.1
,,,,,,,,,,,,,,,,,,,,,,,5.2,1.1
,,,,,,,,,,,,,,,,,,,,,,,5.2,1.1
,,,,,,,,,,,,,,,,,,,,,,,5.2,1.1
,,,,,,,,,,,,,,,,,,,,,,,5.2,1.1
,,,,,,,,,,,,,,,,,,,,,,,5.2,1.1
,,,,,,,,,,,,,,,,,,,,,,,5.2,1.1
,,,,,,,,,,,,,,,,,,,,,,,5.2,1.1
,,,,,,,,,,,,,,,,,,,,,,,5.2,1.1
,,,,,,,,,,,,,,,,,,,,,,,5.2,1.1
,,,,,,,,,,,,,,,,,,,,,,,5.2,1.1
,,,,,,,,,,,,,,,,,,,,,,,5.1,1.1
,,,,,,,,,,,,,,,,,,,,,,,5.1,1.1
,,,,,,,,,,,,,,,,,,,,,,,5.1,1.1
,,,,,,,,,,,,,,,,,,,,,,,5.1,1.1
,,,,,,,,,,,,,,,,,,,,,,,5.1,1.1
,,,,,,,,,,,,,,,,,,,,,,,5.1,1.1
,,,,,,,,,,,,,,,,,,,,,,,5.1,1.1
,,,,,,,,,,,,,,,,,,,,,,,5.1,1.1
,,,,,,,,,,,,,,,,,,,,,,,5.1,1.1
,,,,,,,,,,,,,,,,,,,,,,,5.1,1.1
,,,,,,,,,,,,,,,,,,,,,,,5.0,1.1
,,,,,,,,,,,,,,,,,,,,,,,5.0,1.1
,,,,,,,,,,,,,,,,,,,,,,,5.0,1.1
,,,,,,,,,,,,,,,,,,,,,,,5.0,1.1
,,,,,,,,,,,,,,,,,,,,,,,5.0,1.1
,,,,,,,,,,,,,,,,,,,,,,,5.0,1.1
,,,,,,,,,,,,,,,,,,,,,,,5.0,1.1
,,,,,,,,,,,,,,,,,,,,,,,5.0,1.1
,,,,,,,,,,,,,,,,,,,,,,,5.0,1.1
,,,,,,,,,,,,,,,,,,,,,,,5.0,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.9,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.9,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.9,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.9,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.9,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.9,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.9,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.9,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.9,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.9,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.8,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.8,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.8,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.8,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.8,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.8,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.8,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.8,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.8,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.8,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.7,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.7,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.7,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.7,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.7,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.7,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.7,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.7,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.7,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.7,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.6,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.6,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.6,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.6,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.6,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.6,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.6,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.6,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.6,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.6,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.5,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.5,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.5,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.5,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.5,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.5,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.5,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.5,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.5,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.5,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.4,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.4,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.4,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.4,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.4,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.4,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.4,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.4,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.4,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.4,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.3,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.3,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.3,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.3,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.3,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.3,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.3,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.3,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.3,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.3,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.2,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.2,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.2,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.2,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.2,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.2,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.2,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.2,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.2,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.2,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.1,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.1,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.1,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.1,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.1,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.1,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.1,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.1,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.1,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.1,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.0,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.0,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.0,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.0,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.0,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.0,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.0,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.0,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.0,1.1
,,,,,,,,,,,,,,,,,,,,,,,4.0,1.1
,,,,,,,,,,,,,,,,,,,,,,,3.9,1.1
,,,,,,,,,,,,,,,,,,,,,,,3.9,1.1
,,,,,,,,,,,,,,,,,,,,,,,3.9,1.1
,,,,,,,,,,,,,,,,,,,,,,,3.9,1.1
,,,,,,,,,,,,,,,,,,,,,,,3.9,1.1
,,,,,,,,,,,,,,,,,,,,,,,3.9,1.1
,,,,,,,,,,,,,,,,,,,,,,,3.9,1.1
,,,,,,,,,,,,,,,,,,,,,,,3.9,1.1
,,,,,,,,,,,,,,,,,,,,,,,3.9,1.1
,,,,,,,,,,,,,,,,,,,,,,,3.9,1.1
,,,,,,,,,,,,,,,,,,,,,,,3.8,1.1
,,,,,,,,,,,,,,,,,,,,,,,3.8,1.1
,,,,,,,,,,,,,,,,,,,,,,,3.8,1.1
,,,,,,,,,,,,,,,,,,,,,,,3.8,1.1
,,,,,,,,,,,,,,,,,,,,,,,3.8,1.1
,,,,,,,,,,,,,,,,,,,,,,,3.8,1.1
,,,,,,,,,,,,,,,,,,,,,,,3.8,1.1
,,,,,,,,,,,,,,,,,,,,,,,3.8,1.1
,,,,,,,,,,,,,,,,,,,,,,,3.8,1.1
,,,,,,,,,,,,,,,,,,,,,,,3.8,1.1
,,,,,,,,,,,,,,,,,,,,,,,3.7,1.1
,,,,,,,,,,,,,,,,,,,,,,,3.7,1.1
,,,,,,,,,,,,,,,,,,,,,,,3.7,1.1
,,,,,,,,,,,,,,,,,,,,,,,3.7,1.1
,,,,,,,,,,,,,,,,,,,,,,,3.7,1.1
,,,,,,,,,,,,,,,,,,,,,,,3.7,1.1
,,,,,,,,,,,,,,,,,,,,,,,3.7,1.1
,,,,,,,,,,,,,,,,,,,,,,,3.7,1.1
,,,,,,,,,,,,,,,,,,,,,,,3.7,1.1
,,,,,,,,,,,,,,,,,,,,,,,3.7,1.1
,,,,,,,,,,,,,,,,,,,,,,,3.6,1.1
,,,,,,,,,,,,,,,,,,,,,,,3.6,1.1
,,,,,,,,,,,,,,,,,,,,,,,3.6,1.1
,,,,,,,,,,,,,,,,,,,,,,,3.6,1.1
,,,,,,,,,,,,,,,,,,,,,,,3.6,1.1
,,,,,,,,,,,,,,,,,,,,,,,3.6,1.1
,,,,,,,,,,,,,,,,,,,,,,,3.6,1.1
,,,,,,,,,,,,,,,,,,,,,,,3.6,1.1
,,,,,,,,,,,,,,,,,,,,,,,3.6,1.1
,,,,,,,,,,,,,,,,,,,,,,,3.6,1.1
,,,,,,,,,,,,,,,,,,,,,,,3.5,1.1
,,,,,,,,,,,,,,,,,,,,,,,3.5,1.1
,,,,,,,,,,,,,,,,,,,,,,,3.5,1.1
,,,,,,,,,,,,,,,,,,,,,,,3.5,1.1
,,,,,,,,,,,,,,,,,,,,,,,3.5,1.1
,,,,,,,,,,,,,,,,,,,,,,,3.5,1.1
,,,,,,,,,,,,,,,,,,,,,,,3.5,1.1
,,,,,,,,,,,,,,,,,,,,,,,3.5,1.1
,,,,,,,,,,,,,,,,,,,,,,,3.5,1.1
,,,,,,,,,,,,,,,,,,,,,,,3.5,1.1
,,,,,,,,,,,,,,,,,,,,,,,3.4,1.1
,,,,,,,,,,,,,,,,,,,,,,,3.4,1.1
,,,,,,,,,,,,,,,,,,,,,,,3.4,1.1
,,,,,,,,,,,,,,,,,,,,,,,3.4,1.1
,,,,,,,,,,,,,,,,,,,,,,,3.4,1.1
,,,,,,,,,,,,,,,,,,,,,,,3.4,1.1
,,,,,,,,,,,,,,,,,,,,,,,3.4,1.2
,,,,,,,,,,,,,,,,,,,,,,,3.4,1.2
,,,,,,,,,,,,,,,,,,,,,,,3.4,1.2
,,,,,,,,,,,,,,,,,,,,,,,3.4,1.2
,,,,,,,,,,,,,,,,,,,,,,,3.3,1.2
,,,,,,,,,,,,,,,,,,,,,,,3.3,1.2
,,,,,,,,,,,,,,,,,,,,,,,3.3,1.2
,,,,,,,,,,,,,,,,,,,,,,,3.3,1.2
,,,,,,,,,,,,,,,,,,,,,,,3.3,1.2
,,,,,,,,,,,,,,,,,,,,,,,3.3,1.2
,,,,,,,,,,,,,,,,,,,,,,,3.3,1.2
,,,,,,,,,,,,,,,,,,,,,,,3.3,1.2
,,,,,,,,,,,,,,,,,,,,,,,3.3,1.2
,,,,,,,,,,,,,,,,,,,,,,,3.3,1.2
,,,,,,,,,,,,,,,,,,,,,,,3.2,1.2
,,,,,,,,,,,,,,,,,,,,,,,3.2,1.2
,,,,,,,,,,,,,,,,,,,,,,,3.2,1.2
,,,,,,,,,,,,,,,,,,,,,,,3.2,1.2
,,,,,,,,,,,,,,,,,,,,,,,3.2,1.2
,,,,,,,,,,,,,,,,,,,,,,,3.2,1.2
,,,,,,,,,,,,,,,,,,,,,,,3.2,1.2
,,,,,,,,,,,,,,,,,,,,,,,3.2,1.2
,,,,,,,,,,,,,,,,,,,,,,,3.2,1.2
,,,,,,,,,,,,,,,,,,,,,,,3.2,1.2
,,,,,,,,,,,,,,,,,,,,,,,3.1,1.2
,,,,,,,,,,,,,,,,,,,,,,,3.1,1.2
,,,,,,,,,,,,,,,,,,,,,,,3.1,1.2
,,,,,,,,,,,,,,,,,,,,,,,3.1,1.2
,,,,,,,,,,,,,,,,,,,,,,,3.1,1.2
,,,,,,,,,,,,,,,,,,,,,,,3.1,1.2
,,,,,,,,,,,,,,,,,,,,,,,3.1,1.2
,,,,,,,,,,,,,,,,,,,,,,,3.1,1.2
,,,,,,,,,,,,,,,,,,,,,,,3.1,1.2
,,,,,,,,,,,,,,,,,,,,,,,3.1,1.2
,,,,,,,,,,,,,,,,,,,,,,,3.0,1.2
,,,,,,,,,,,,,,,,,,,,,,,3.0,1.2
,,,,,,,,,,,,,,,,,,,,,,,3.0,1.2
,,,,,,,,,,,,,,,,,,,,,,,3.0,1.2
,,,,,,,,,,,,,,,,,,,,,,,3.0,1.2
,,,,,,,,,,,,,,,,,,,,,,,3.0,1.2
,,,,,,,,,,,,,,,,,,,,,,,3.0,1.2
,,,,,,,,,,,,,,,,,,,,,,,3.0,1.2
,,,,,,,,,,,,,,,,,,,,,,,3.0,1.2
,,,,,,,,,,,,,,,,,,,,,,,3.0,1.2
,,,,,,,,,,,,,,,,,,,,,,,2.9,1.2
,,,,,,,,,,,,,,,,,,,,,,,2.9,1.2
,,,,,,,,,,,,,,,,,,,,,,,2.9,1.2
,,,,,,,,,,,,,,,,,,,,,,,2.9,1.2
,,,,,,,,,,,,,,,,,,,,,,,2.9,1.2
,,,,,,,,,,,,,,,,,,,,,,,2.9,1.2
,,,,,,,,,,,,,,,,,,,,,,,2.9,1.2
,,,,,,,,,,,,,,,,,,,,,,,2.9,1.2
,,,,,,,,,,,,,,,,,,,,,,,2.9,1.2
,,,,,,,,,,,,,,,,,,,,,,,2.9,1.2
,,,,,,,,,,,,,,,,,,,,,,,2.8,1.2
,,,,,,,,,,,,,,,,,,,,,,,2.8,1.2
,,,,,,,,,,,,,,,,,,,,,,,2.8,1.2
,,,,,,,,,,,,,,,,,,,,,,,2.8,1.2
,,,,,,,,,,,,,,,,,,,,,,,2.8,1.2
,,,,,,,,,,,,,,,,,,,,,,,2.8,1.2
,,,,,,,,,,,,,,,,,,,,,,,2.8,1.2
,,,,,,,,,,,,,,,,,,,,,,,2.8,1.2
,,,,,,,,,,,,,,,,,,,,,,,2.8,1.2
,,,,,,,,,,,,,,,,,,,,,,,2.8,1.2
,,,,,,,,,,,,,,,,,,,,,,,2.7,1.2
,,,,,,,,,,,,,,,,,,,,,,,2.7,1.2
,,,,,,,,,,,,,,,,,,,,,,,2.7,1.2
,,,,,,,,,,,,,,,,,,,,,,,2.7,1.2
,,,,,,,,,,,,,,,,,,,,,,,2.7,1.2
,,,,,,,,,,,,,,,,,,,,,,,2.7,1.2
,,,,,,,,,,,,,,,,,,,,,,,2.7,1.2
,,,,,,,,,,,,,,,,,,,,,,,2.7,1.2
,,,,,,,,,,,,,,,,,,,,,,,2.7,1.2
,,,,,,,,,,,,,,,,,,,,,,,2.7,1.2
,,,,,,,,,,,,,,,,,,,,,,,2.6,1.2
,,,,,,,,,,,,,,,,,,,,,,,2.6,1.2
,,,,,,,,,,,,,,,,,,,,,,,2.6,1.2
,,,,,,,,,,,,,,,,,,,,,,,2.6,1.2
,,,,,,,,,,,,,,,,,,,,,,,2.6,1.2
,,,,,,,,,,,,,,,,,,,,,,,2.6,1.2
,,,,,,,,,,,,,,,,,,,,,,,2.6,1.2
,,,,,,,,,,,,,,,,,,,,,,,2.6,1.2
,,,,,,,,,,,,,,,,,,,,,,,2.6,1.2
,,,,,,,,,,,,,,,,,,,,,,,2.6,1.2
,,,,,,,,,,,,,,,,,,,,,,,2.5,1.2
,,,,,,,,,,,,,,,,,,,,,,,2.5,1.2
,,,,,,,,,,,,,,,,,,,,,,,2.5,1.2
,,,,,,,,,,,,,,,,,,,,,,,2.5,1.2
,,,,,,,,,,,,,,,,,,,,,,,2.5,1.2
,,,,,,,,,,,,,,,,,,,,,,,2.5,1.2
,,,,,,,,,,,,,,,,,,,,,,,2.5,1.2
,,,,,,,,,,,,,,,,,,,,,,,2.5,1.2
,,,,,,,,,,,,,,,,,,,,,,,2.5,1.2
,,,,,,,,,,,,,,,,,,,,,,,2.5,1.3
,,,,,,,,,,,,,,,,,,,,,,,2.4,1.3
,,,,,,,,,,,,,,,,,,,,,,,2.4,1.3
,,,,,,,,,,,,,,,,,,,,,,,2.4,1.3
,,,,,,,,,,,,,,,,,,,,,,,2.4,1.3
,,,,,,,,,,,,,,,,,,,,,,,2.4,1.3
,,,,,,,,,,,,,,,,,,,,,,,2.4,1.3
,,,,,,,,,,,,,,,,,,,,,,,2.4,1.3
,,,,,,,,,,,,,,,,,,,,,,,2.4,1.3
,,,,,,,,,,,,,,,,,,,,,,,2.4,1.3
,,,,,,,,,,,,,,,,,,,,,,,2.4,1.3
,,,,,,,,,,,,,,,,,,,,,,,2.3,1.3
,,,,,,,,,,,,,,,,,,,,,,,2.3,1.3
,,,,,,,,,,,,,,,,,,,,,,,2.3,1.3
,,,,,,,,,,,,,,,,,,,,,,,2.3,1.3
,,,,,,,,,,,,,,,,,,,,,,,2.3,1.3
,,,,,,,,,,,,,,,,,,,,,,,2.3,1.3
,,,,,,,,,,,,,,,,,,,,,,,2.3,1.3
,,,,,,,,,,,,,,,,,,,,,,,2.3,1.3
,,,,,,,,,,,,,,,,,,,,,,,2.3,1.3
,,,,,,,,,,,,,,,,,,,,,,,2.3,1.3
,,,,,,,,,,,,,,,,,,,,,,,2.24,1.28911
,,,,,,,,,,,,,,,,,,,,,,,2.23,1.29114
,,,,,,,,,,,,,,,,,,,,,,,2.22,1.29319
,,,,,,,,,,,,,,,,,,,,,,,2.21,1.29527
,,,,,,,,,,,,,,,,,,,,,,,2.2,1.29737
,,,,,,,,,,,,,,,,,,,,,,,2.19,1.2995
,,,,,,,,,,,,,,,,,,,,,,,2.18,1.30165
,,,,,,,,,,,,,,,,,,,,,,,2.17,1.30383
,,,,,,,,,,,,,,,,,,,,,,,2.16,1.30603
,,,,,,,,,,,,,,,,,,,,,,,2.15,1.30826
,,,,,,,,,,,,,,,,,,,,,,,2.14,1.31052
,,,,,,,,,,,,,,,,,,,,,,,2.13,1.3128
,,,,,,,,,,,,,,,,,,,,,,,2.12,1.31511
,,,,,,,,,,,,,,,,,,,,,,,2.11,1.31746
,,,,,,,,,,,,,,,,,,,,,,,2.1,1.31983
,,,,,,,,,,,,,,,,,,,,,,,2.09,1.32223
,,,,,,,,,,,,,,,,,,,,,,,2.08,1.32466
,,,,,,,,,,,,,,,,,,,,,,,2.07,1.32712
,,,,,,,,,,,,,,,,,,,,,,,2.06,1.32961
,,,,,,,,,,,,,,,,,,,,,,,2.05,1.33214
,,,,,,,,,,,,,,,,,,,,,,,2.04,1.3347
,,,,,,,,,,,,,,,,,,,,,,,2.03,1.33729
,,,,,,,,,,,,,,,,,,,,,,,2.02,1.33991
,,,,,,,,,,,,,,,,,,,,,,,2.01,1.34257
,,,,,,,,,,,,,,,,,,,,,,,2,1.34527
,,,,,,,,,,,,,,,,,,,,,,,1.99,1.348
,,,,,,,,,,,,,,,,,,,,,,,1.98,1.35077
,,,,,,,,,,,,,,,,,,,,,,,1.97,1.35357
,,,,,,,,,,,,,,,,,,,,,,,1.96,1.35642
,,,,,,,,,,,,,,,,,,,,,,,1.95,1.3593
,,,,,,,,,,,,,,,,,,,,,,,1.94,1.36223
,,,,,,,,,,,,,,,,,,,,,,,1.93,1.36519
,,,,,,,,,,,,,,,,,,,,,,,1.92,1.36819
,,,,,,,,,,,,,,,,,,,,,,,1.91,1.37124
,,,,,,,,,,,,,,,,,,,,,,,1.9,1.37433
,,,,,,,,,,,,,,,,,,,,,,,1.89,1.37747
,,,,,,,,,,,,,,,,,,,,,,,1.88,1.38065
,,,,,,,,,,,,,,,,,,,,,,,1.87,1.38388
,,,,,,,,,,,,,,,,,,,,,,,1.86,1.38715
,,,,,,,,,,,,,,,,,,,,,,,1.85,1.39047
,,,,,,,,,,,,,,,,,,,,,,,1.84,1.39384
,,,,,,,,,,,,,,,,,,,,,,,1.83,1.39727
,,,,,,,,,,,,,,,,,,,,,,,1.82,1.40074
,,,,,,,,,,,,,,,,,,,,,,,1.81,1.40427
,,,,,,,,,,,,,,,,,,,,,,,1.8,1.40785
,,,,,,,,,,,,,,,,,,,,,,,1.79,1.41148
,,,,,,,,,,,,,,,,,,,,,,,1.78,1.41517
,,,,,,,,,,,,,,,,,,,,,,,1.77,1.41892
,,,,,,,,,,,,,,,,,,,,,,,1.76,1.42273
,,,,,,,,,,,,,,,,,,,,,,,1.75,1.4266
,,,,,,,,,,,,,,,,,,,,,,,1.74,1.43053
,,,,,,,,,,,,,,,,,,,,,,,1.73,1.43452
,,,,,,,,,,,,,,,,,,,,,,,1.72,1.43858
,,,,,,,,,,,,,,,,,,,,,,,1.71,1.44271
,,,,,,,,,,,,,,,,,,,,,,,1.7,1.4469
,,,,,,,,,,,,,,,,,,,,,,,1.69,1.45117
,,,,,,,,,,,,,,,,,,,,,,,1.68,1.4555
,,,,,,,,,,,,,,,,,,,,,,,1.67,1.45991
,,,,,,,,,,,,,,,,,,,,,,,1.66,1.4644
,,,,,,,,,,,,,,,,,,,,,,,1.65,1.46896
,,,,,,,,,,,,,,,,,,,,,,,1.64,1.4736
,,,,,,,,,,,,,,,,,,,,,,,1.63,1.47832
,,,,,,,,,,,,,,,,,,,,,,,1.62,1.48313
,,,,,,,,,,,,,,,,,,,,,,,1.61,1.48802
,,,,,,,,,,,,,,,,,,,,,,,1.6,1.493
,,,,,,,,,,,,,,,,,,,,,,,1.59,1.49807
,,,,,,,,,,,,,,,,,,,,,,,1.58,1.50323
,,,,,,,,,,,,,,,,,,,,,,,1.57,1.50849
,,,,,,,,,,,,,,,,,,,,,,,1.56,1.51384
,,,,,,,,,,,,,,,,,,,,,,,1.55,1.5193
,,,,,,,,,,,,,,,,,,,,,,,1.54,1.52486
,,,,,,,,,,,,,,,,,,,,,,,1.53,1.53053
,,,,,,,,,,,,,,,,,,,,,,,1.52,1.5363
,,,,,,,,,,,,,,,,,,,,,,,1.51,1.54219
,,,,,,,,,,,,,,,,,,,,,,,1.5,1.5482
,,,,,,,,,,,,,,,,,,,,,,,1.49,1.55432
,,,,,,,,,,,,,,,,,,,,,,,1.48,1.56057
,,,,,,,,,,,,,,,,,,,,,,,1.47,1.56694
,,,,,,,,,,,,,,,,,,,,,,,1.46,1.57345
,,,,,,,,,,,,,,,,,,,,,,,1.45,1.58009
,,,,,,,,,,,,,,,,,,,,,,,1.44,1.58687
,,,,,,,,,,,,,,,,,,,,,,,1.43,1.59379
,,,,,,,,,,,,,,,,,,,,,,,1.42,1.60086
,,,,,,,,,,,,,,,,,,,,,,,1.41,1.60809
,,,,,,,,,,,,,,,,,,,,,,,1.4,1.61547
,,,,,,,,,,,,,,,,,,,,,,,1.39,1.62301
,,,,,,,,,,,,,,,,,,,,,,,1.38,1.63072
,,,,,,,,,,,,,,,,,,,,,,,1.37,1.63861
,,,,,,,,,,,,,,,,,,,,,,,1.36,1.64668
,,,,,,,,,,,,,,,,,,,,,,,1.35,1.65493
,,,,,,,,,,,,,,,,,,,,,,,1.34,1.66337
,,,,,,,,,,,,,,,,,,,,,,,1.33,1.67202
,,,,,,,,,,,,,,,,,,,,,,,1.32,1.68087
,,,,,,,,,,,,,,,,,,,,,,,1.31,1.68993
,,,,,,,,,,,,,,,,,,,,,,,1.3,1.69922
,,,,,,,,,,,,,,,,,,,,,,,1.29,1.70873
,,,,,,,,,,,,,,,,,,,,,,,1.28,1.71849
,,,,,,,,,,,,,,,,,,,,,,,1.27,1.72849
,,,,,,,,,,,,,,,,,,,,,,,1.26,1.73874
,,,,,,,,,,,,,,,,,,,,,,,1.25,1.74927
,,,,,,,,,,,,,,,,,,,,,,,1.24,1.76007
,,,,,,,,,,,,,,,,,,,,,,,1.23,1.77116
,,,,,,,,,,,,,,,,,,,,,,,1.22,1.78255
,,,,,,,,,,,,,,,,,,,,,,,1.21,1.79426
,,,,,,,,,,,,,,,,,,,,,,,1.2,1.80628
,,,,,,,,,,,,,,,,,,,,,,,1.19,1.81865
,,,,,,,,,,,,,,,,,,,,,,,1.18,1.83137
,,,,,,,,,,,,,,,,,,,,,,,1.17,1.84446
,,,,,,,,,,,,,,,,,,,,,,,1.16,1.85794
,,,,,,,,,,,,,,,,,,,,,,,1.15,1.87181
,,,,,,,,,,,,,,,,,,,,,,,1.14,1.88611
,,,,,,,,,,,,,,,,,,,,,,,1.13,1.90085
,,,,,,,,,,,,,,,,,,,,,,,1.12,1.91605
,,,,,,,,,,,,,,,,,,,,,,,1.11,1.93173
,,,,,,,,,,,,,,,,,,,,,,,1.1,1.94791
,,,,,,,,,,,,,,,,,,,,,,,1.09,1.96463
,,,,,,,,,,,,,,,,,,,,,,,1.08,1.9819
,,,,,,,,,,,,,,,,,,,,,,,1.07,1.99976
,,,,,,,,,,,,,,,,,,,,,,,1.06,2.01823
,,,,,,,,,,,,,,,,,,,,,,,1.05,2.03736
,,,,,,,,,,,,,,,,,,,,,,,1.04,2.05716
,,,,,,,,,,,,,,,,,,,,,,,1.03,2.07769
,,,,,,,,,,,,,,,,,,,,,,,1.02,2.09898
,,,,,,,,,,,,,,,,,,,,,,,1.01,2.12107
,,,,,,,,,,,,,,,,,,,,,,,1,2.14401
,,,,,,,,,,,,,,,,,,,,,,,0.99,2.16786
,,,,,,,,,,,,,,,,,,,,,,,0.98,2.19266
,,,,,,,,,,,,,,,,,,,,,,,0.97,2.21848
,,,,,,,,,,,,,,,,,,,,,,,0.96,2.24538
,,,,,,,,,,,,,,,,,,,,,,,0.95,2.27343
,,,,,,,,,,,,,,,,,,,,,,,0.94,2.30272
,,,,,,,,,,,,,,,,,,,,,,,0.93,2.33331
,,,,,,,,,,,,,,,,,,,,,,,0.92,2.36531
,,,,,,,,,,,,,,,,,,,,,,,0.91,2.39881
