Protein.Group	Protein.Ids	Protein.Names	Genes	Peptides	Min*(PG.Q.Value)	PrimaryCD4_plus_T_D001_IgG_IP_1	PrimaryCD4_plus_T_D017_IgG_IP_2	PrimaryCD4_plus_T_D029_IgG_IP_3	PrimaryCD4_plus_T_D035_IgG_IP_4	PrimaryCD4_plus_T_D001_GR_IP_1	PrimaryCD4_plus_T_D017_GR_IP_2	PrimaryCD4_plus_T_D029_GR_IP_3	PrimaryCD4_plus_T_D035_GR_IP_4	MCF7_230323_IgG_IP_1	MCF7_040423_IgG_IP_2	MCF7_270323_IgG_IP_3	MCF7_230323_GR_IP_1	MCF7_040423_GR_IP_2	MCF7_270323_GR_IP_3	231_230323_IgG_IP_1	231_040423_IgG_IP_2	231_270323_IgG_IP_3	231_040423_GR_IP_2	231_230323_GR_IP_1	231_270323_GR_IP_3	Jurkat_230323_IgG_IP_1	Jurkat_040423_IgG_IP_2	Jurkat_120423_IgG_IP_3	Jurkat_230323_GR_IP_1	Jurkat_040423_GR_IP_2	Jurkat_120423_GR_IP_3	KMBC2_230323_IgG_IP_1	KMBC2_120423_IgG_IP_2	KMBC2_270323_IgG_IP_3	KMBC2_120423_GR_IP_2	KMBC2_230323_GR_IP_1	KMBC2_270323_GR_IP_3	PrimaryBreastEpis_3137_IgG_IP_1	PrimaryBreastEpis_2528_IgG_IP_2	PrimaryBreastEpis_3353_IgG_IP_3	PrimaryBreastEpis _3137_GR_IP_1	PrimaryBreastEpis_2528_GR_IP_2	PrimaryBreastEpis_3353_GR_IP_3	PrimaryNHU_Y3018_IgG_IP_1	PrimaryNHU_Y2680_IgG_IP_2	PrimaryNHU_Y2332_IgG_IP_3	PrimaryNHU_Y3018_GR_IP_1	PrimaryNHU_Y2680_GR_IP_2	PrimaryNHU_Y2332_GR_IP_3	BB7_IgG_IP	BB7_GR_IP	BB3RC31_IgG_IP	BB3RC31_GR_IP	HBC34_IgG_IP	HBC34_GR_IP	MCF10A_GR_1	MCF10A_GR_2	MCF10A_GR_3	MCF10A_IgG_1	MCF10A_IgG_2	MCF10A_IgG_3
A4D1E9	A4D1E9	GTPBA_HUMAN	GTPBP10	4	0.000200401	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	290.2232666	200.033783	356.8092957	254.6159058	277.1142273	304.2036743	2554.34668	221.932663	1304.019287	421.1134338	3865.450928	369.9564819	287.7946777	1150.134155	327.1101685	388.1054688	236.7562408	348.4769897	73.56000519	470.7331543	347.9763794	434.5157166	3597.664795	339.4611206	295.8492126	389.4047852	400.1837463	444.7967834	2710.705078	707.8825073	168.1695709	350.9399109	384.8471985	1182.871826	2204.195801	1151.807007	6722.703125	6337.272461	7598.958984	6048.532715	3912.649658	12136.32129	380.9328003	601.3488159	353.5231018	229.3587646	220.8664246	325.0339966
A4D1P6	A4D1P6	WDR91_HUMAN	WDR91	4	0.000198255	239.8595123	438.5571289	338.4084473	475.4297791	1810.219482	3221.144775	2805.268555	1505.700562	2135.544678	2607.683105	4076.271729	5461.619141	5786.185059	4544.474609	232.1157532	221.932663	414.9482422	3102.433594	290.9544678	3008.719971	287.7946777	428.5979614	327.1101685	3181.967529	3401.139404	3577.368896	2914.221924	470.7331543	347.9763794	6411.757813	10861.70313	10413.70215	5846.196289	4406.04248	2353.057861	11669.91895	9175.342773	4981.985352	1969.343872	2492.588867	3886.387207	6291.470703	6434.933105	8387.896484	16262.91992	42099.17578	11009.53516	30762.44141	9851.274414	28520.74414	380.9328003	601.3488159	353.5231018	229.3587646	220.8664246	1238.207153
A4D1S5	A4D1S5	RAB19_HUMAN	RAB19	3	0.000228363	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	290.2232666	200.033783	356.8092957	254.6159058	277.1142273	304.2036743	232.1157532	221.932663	414.9482422	421.1134338	290.9544678	369.9564819	287.7946777	428.5979614	327.1101685	388.1054688	236.7562408	348.4769897	73.56000519	470.7331543	347.9763794	434.5157166	22108.35156	339.4611206	295.8492126	389.4047852	400.1837463	444.7967834	486.6138611	707.8825073	168.1695709	350.9399109	384.8471985	262.2817993	380.0012207	479.5760193	22932.71289	86579.36719	240.8029175	24481.91211	229.5314178	19629.73438	380.9328003	601.3488159	353.5231018	229.3587646	220.8664246	325.0339966
A4D1U4	A4D1U4	DEN11_HUMAN	DENND11	5	0.000198255	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	290.2232666	200.033783	356.8092957	254.6159058	277.1142273	304.2036743	232.1157532	221.932663	414.9482422	421.1134338	290.9544678	369.9564819	287.7946777	428.5979614	327.1101685	388.1054688	236.7562408	348.4769897	73.56000519	470.7331543	347.9763794	434.5157166	373.2294922	339.4611206	295.8492126	389.4047852	400.1837463	444.7967834	486.6138611	707.8825073	168.1695709	350.9399109	384.8471985	262.2817993	380.0012207	479.5760193	10222.40039	19826.70898	7619.107422	20326.9375	8826.731445	20327.26172	380.9328003	601.3488159	353.5231018	229.3587646	220.8664246	325.0339966
A4D2H0;Q86UF2;Q96RT6;Q96PC5	A4D2H0;Q86UF2;Q96RT6;Q96PC5	CTGE2_HUMAN;CTGE6_HUMAN;CTGEF_HUMAN;MIA2_HUMAN	CTAGE1;CTAGE15;CTAGE6;MIA2	2	0.000198255	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	290.2232666	3869.799316	356.8092957	254.6159058	277.1142273	304.2036743	232.1157532	221.932663	414.9482422	421.1134338	290.9544678	369.9564819	287.7946777	428.5979614	327.1101685	388.1054688	236.7562408	348.4769897	73.56000519	470.7331543	347.9763794	4263.414063	7681.75293	6165.907227	295.8492126	6827.754395	5595.013672	14484.40723	14081.18359	9681.887695	168.1695709	350.9399109	384.8471985	262.2817993	7695.958496	6854.306152	44883.71484	82705.30469	49804.61719	225318.625	24002.76172	124604.3672	380.9328003	601.3488159	353.5231018	229.3587646	220.8664246	325.0339966
A5D8V6	A5D8V6	VP37C_HUMAN	VPS37C	4	0.000198255	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	290.2232666	200.033783	356.8092957	254.6159058	277.1142273	304.2036743	3046.27124	221.932663	414.9482422	421.1134338	6682.776855	369.9564819	287.7946777	428.5979614	327.1101685	388.1054688	236.7562408	348.4769897	73.56000519	470.7331543	347.9763794	434.5157166	3600.987305	339.4611206	295.8492126	389.4047852	400.1837463	444.7967834	486.6138611	707.8825073	168.1695709	350.9399109	384.8471985	262.2817993	380.0012207	479.5760193	5024.67041	22982.53906	4816.885742	40121.92188	6108.115234	30489.2793	380.9328003	601.3488159	353.5231018	229.3587646	220.8664246	325.0339966
A5PLL7	A5PLL7	PDES1_HUMAN	PEDS1	2	0.000200401	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	290.2232666	200.033783	356.8092957	254.6159058	277.1142273	304.2036743	232.1157532	221.932663	414.9482422	421.1134338	290.9544678	369.9564819	287.7946777	428.5979614	327.1101685	388.1054688	236.7562408	348.4769897	73.56000519	470.7331543	347.9763794	434.5157166	373.2294922	339.4611206	295.8492126	389.4047852	400.1837463	549.0377197	486.6138611	707.8825073	168.1695709	350.9399109	384.8471985	262.2817993	380.0012207	479.5760193	8831.951172	54573.11719	7132.290527	21341.70117	6029.196777	27183.73828	380.9328003	601.3488159	353.5231018	229.3587646	220.8664246	325.0339966
A5PLN9	A5PLN9	TPC13_HUMAN	TRAPPC13	2	0.003810976	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	290.2232666	200.033783	356.8092957	254.6159058	277.1142273	304.2036743	232.1157532	221.932663	414.9482422	421.1134338	290.9544678	1615.450928	287.7946777	428.5979614	327.1101685	1146.508301	236.7562408	1273.439575	73.56000519	470.7331543	347.9763794	434.5157166	893.3640137	339.4611206	295.8492126	389.4047852	400.1837463	444.7967834	486.6138611	707.8825073	168.1695709	350.9399109	384.8471985	942.9228516	380.0012207	479.5760193	1606.481689	3180.752686	2650.094727	2862.744873	229.5314178	2334.803955	380.9328003	1589.286377	353.5231018	229.3587646	220.8664246	325.0339966
A5YKK6	A5YKK6	CNOT1_HUMAN	CNOT1	57	0.000198255	772.1702881	438.5571289	2323.993652	2164.308838	4383.329102	7990.645996	9663.268555	10182.00586	10852.74219	11408.7168	18638.01172	17191.77734	23781.00781	14932.27637	10539.2959	6421.566406	6609.12793	19123.72656	23673.21094	14574.8418	4585.905762	5327.499023	2238.935059	31719.45898	24003.38281	22148.23242	10488.2832	6937.15918	9994.683594	25740.6875	46586.98438	31726.48242	11807.57324	12425.45801	10985.69824	31514.71094	33635.69531	25289.49414	168.1695709	6955.412598	9612.208984	11912.55273	12423.11523	20314.64453	50385.49609	158373	84321.24219	266105.4063	73458.78125	261706.3281	12981.35938	14575.56934	14354.89355	7855.404297	7961.670898	13205.35547
A6NDB9	A6NDB9	PALM3_HUMAN	PALM3	8	0.000198255	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	290.2232666	200.033783	356.8092957	254.6159058	277.1142273	304.2036743	232.1157532	221.932663	414.9482422	421.1134338	290.9544678	369.9564819	287.7946777	428.5979614	327.1101685	388.1054688	236.7562408	348.4769897	73.56000519	470.7331543	347.9763794	434.5157166	373.2294922	339.4611206	295.8492126	389.4047852	400.1837463	444.7967834	486.6138611	707.8825073	168.1695709	350.9399109	384.8471985	262.2817993	380.0012207	479.5760193	230.8133087	562.2915649	10873.95117	30588.04688	12354.89063	42244.19531	380.9328003	601.3488159	353.5231018	229.3587646	220.8664246	325.0339966
A6NDG6	A6NDG6	PGP_HUMAN	PGP	2	0.000294985	239.8595123	438.5571289	2010.81189	297.6243591	132.5910492	5261.263672	6758.178711	6500.481934	290.2232666	200.033783	356.8092957	4221.39502	277.1142273	304.2036743	232.1157532	221.932663	414.9482422	3097.027588	2897.174072	369.9564819	287.7946777	3989.295654	2301.948242	3276.512451	2830.404297	9756.694336	73.56000519	470.7331543	347.9763794	434.5157166	373.2294922	339.4611206	295.8492126	389.4047852	400.1837463	444.7967834	486.6138611	707.8825073	168.1695709	350.9399109	384.8471985	262.2817993	380.0012207	479.5760193	230.8133087	562.2915649	240.8029175	377.5259094	229.5314178	229.5675659	4409.16748	601.3488159	353.5231018	229.3587646	220.8664246	2802.101074
A6NDU8	A6NDU8	CE051_HUMAN	C5orf51	3	0.000226706	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	1396.294922	1635.748779	1497.230225	290.2232666	200.033783	356.8092957	254.6159058	2167.078369	2135.827637	232.1157532	221.932663	1491.661865	7158.979004	6196.687012	2637.27124	287.7946777	428.5979614	327.1101685	3353.861816	3692.717529	3696.935059	73.56000519	470.7331543	347.9763794	2057.602783	1629.859985	339.4611206	295.8492126	389.4047852	400.1837463	3716.862305	4266.48291	3233.106201	168.1695709	350.9399109	384.8471985	262.2817993	1876.458862	934.1763916	4843.777832	11242.46484	240.8029175	6786.942383	229.5314178	1946.575562	4848.353027	4636.322754	4490.394043	229.3587646	220.8664246	325.0339966
A6NEC2;P55786	A6NEC2;P55786	PSAL_HUMAN;PSA_HUMAN	NPEPPS;NPEPPSL1	13	0.000198255	239.8595123	3225.623291	2201.501465	297.6243591	132.5910492	6911.245605	7015.536133	8899.899414	13503.31348	20683.56641	13463.49414	18854.82227	27554.18555	16755.73242	9887.543945	8828.958008	5045.731445	14788.15625	10567.33789	11107.30566	4241.754395	5211.462891	327.1101685	7838.705566	9525.165039	5198.204102	10030.61035	9918.157227	14878.87305	30990.45508	68650.49219	42635.24609	31109.75	36943.07422	26558.66602	55817.25391	101418.5469	48868.51953	15192.04395	24265.13281	33342.30859	46887.64844	39297.57422	43350.53516	26545.55273	10461.71094	77264.17969	50162.39844	52829.42578	47990.94531	26729.79883	24407.83594	32063.52148	17559.27734	18907.33984	20114.23242
A6NEL2	A6NEL2	SWAHB_HUMAN	SOWAHB	11	0.000225683	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	290.2232666	200.033783	356.8092957	254.6159058	277.1142273	304.2036743	232.1157532	221.932663	414.9482422	421.1134338	290.9544678	369.9564819	287.7946777	428.5979614	327.1101685	388.1054688	236.7562408	348.4769897	73.56000519	470.7331543	347.9763794	434.5157166	373.2294922	339.4611206	295.8492126	389.4047852	1835.172241	116680.9453	98150.69531	56157.32031	168.1695709	350.9399109	384.8471985	262.2817993	380.0012207	479.5760193	230.8133087	562.2915649	240.8029175	377.5259094	229.5314178	229.5675659	380.9328003	601.3488159	353.5231018	229.3587646	220.8664246	325.0339966
A6NFQ2	A6NFQ2	TCAF2_HUMAN	TCAF2	4	0.000294985	239.8595123	438.5571289	338.4084473	297.6243591	6827.751465	6837.456543	12421.53418	7095.106445	290.2232666	200.033783	356.8092957	254.6159058	277.1142273	304.2036743	232.1157532	221.932663	414.9482422	421.1134338	290.9544678	369.9564819	287.7946777	428.5979614	327.1101685	388.1054688	236.7562408	348.4769897	73.56000519	470.7331543	347.9763794	14178.92285	18806.3125	339.4611206	295.8492126	389.4047852	400.1837463	444.7967834	4973.294922	707.8825073	168.1695709	350.9399109	384.8471985	262.2817993	3433.861084	3839.876709	230.8133087	5054.017578	5307.789551	5587.325195	6961.37207	5061.714844	380.9328003	6125.154785	353.5231018	229.3587646	220.8664246	325.0339966
A6NHR9	A6NHR9	SMHD1_HUMAN	SMCHD1	40	0.000198255	7886.04248	3868.667236	338.4084473	7737.098145	16429.26367	23681.14648	25248.89844	30116.64258	9230.324219	9114.728516	12111.81934	14977.52246	21546.46875	13092.81641	14379.24805	9415.760742	9744.459961	57865.88281	50840.83203	43829.46484	7578.127441	8386.21582	327.1101685	35750.78516	41214.89844	25965.62305	9896.817383	8469.641602	8608.651367	45585.96484	34297.4375	60222.05078	9410.645508	7686.722168	10828.84766	44261.86719	33041.63281	34126.12109	168.1695709	5814.631836	6048.33252	10943.72656	14609.08105	14811.66992	13473.27051	9256.443359	41775.00781	13810.82324	25856.08789	19051.22656	26985.48633	28905.18164	25854.12891	229.3587646	220.8664246	9667.111328
A6NIE6;Q9NYV6	A6NIE6;Q9NYV6	RN3P2_HUMAN;RRN3_HUMAN	RRN3;RRN3P2	4	0.000235627	239.8595123	438.5571289	338.4084473	297.6243591	1443.119385	3432.566895	299.2000427	204.8419952	1899.779907	200.033783	356.8092957	2459.349121	4783.92627	5580.844238	232.1157532	221.932663	1657.830566	3811.344238	5506.869141	3795.63623	1740.565796	428.5979614	327.1101685	4352.936523	1802.784668	3053.332764	1146.810181	715.0540161	347.9763794	2999.675781	1351.533936	3287.778564	295.8492126	389.4047852	2515.982178	2823.869385	3192.131348	707.8825073	168.1695709	1131.893433	384.8471985	3361.888916	380.0012207	2511.464844	230.8133087	562.2915649	240.8029175	1417.043823	229.5314178	229.5675659	380.9328003	601.3488159	353.5231018	229.3587646	220.8664246	325.0339966
A6NIZ1;P61224	A6NIZ1;P61224	RAP1B_HUMAN;RP1BL_HUMAN	RAP1B	2	0.000200401	239.8595123	438.5571289	338.4084473	3287.50708	132.5910492	266.2980652	299.2000427	204.8419952	290.2232666	200.033783	356.8092957	3790.550781	3672.351074	304.2036743	232.1157532	221.932663	414.9482422	4727.392578	290.9544678	3904.594482	287.7946777	428.5979614	327.1101685	3528.788086	236.7562408	3603.104004	73.56000519	470.7331543	347.9763794	7941.169922	20612.35547	8648.96582	295.8492126	6860.74707	8369.373047	16256.07715	13520.26465	15401.02637	168.1695709	350.9399109	384.8471985	5823.342285	380.0012207	8396.501953	45483.05469	287975.0625	73289.55469	362158.7813	55071.03516	234475.8594	380.9328003	601.3488159	353.5231018	229.3587646	220.8664246	325.0339966
A6NIZ1;P62834;P61224	A6NIZ1;P62834;P61224	RAP1A_HUMAN;RAP1B_HUMAN;RP1BL_HUMAN	RAP1A;RAP1B	5	0.000198255	2251.217529	14077.69141	8216.930664	10799.98633	7855.228027	31324.14844	29911.72461	30863.50977	13778.39355	14922.85352	18916.35938	20093.96094	19116.68164	12763.15039	10069.99609	9039.575195	8538.609375	21325.25586	19191.5	13516.51367	8127.373535	7392.949707	5102.143555	23012.91797	14166.26563	16057.27246	19722.58203	11087.16309	9592.911133	22765.48633	37382.90234	28739.46875	24895.08594	18970.08203	28537.77539	27350.54297	19118.5332	20376.00977	7574.787109	15435.91211	16680.50781	23947.71289	41036.5625	24667.64258	345396.75	745262.625	501308.5313	1029729.188	348423.5313	722915.625	64811.37109	63681.45703	68746.99219	46100.82813	27118.77734	64141.48828
A6NKD9	A6NKD9	CC85C_HUMAN	CCDC85C	11	0.000198255	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	4951.849609	6268.965332	6118.673828	254.6159058	8445.305664	9481.932617	3553.036865	221.932663	414.9482422	10537.09863	11136.44629	9751.4375	287.7946777	428.5979614	327.1101685	13306.85449	16294.87402	13087.58008	3873.423828	3087.86084	3267.643555	24009.33594	25302.25781	27266.55469	3041.479492	389.4047852	3167.799072	90438.85156	66085.90625	115406.0703	168.1695709	350.9399109	2524.920166	9003.225586	10903.75586	20884.92383	12606.64453	31539.74219	240.8029175	15844.23633	229.5314178	13954.52246	3566.781494	7983.400391	4973.822266	229.3587646	220.8664246	325.0339966
A6NMZ7	A6NMZ7	CO6A6_HUMAN	COL6A6	2	0.000205002	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	290.2232666	200.033783	356.8092957	254.6159058	277.1142273	304.2036743	232.1157532	221.932663	414.9482422	421.1134338	290.9544678	369.9564819	287.7946777	428.5979614	327.1101685	388.1054688	236.7562408	348.4769897	73.56000519	470.7331543	347.9763794	434.5157166	373.2294922	339.4611206	295.8492126	389.4047852	400.1837463	444.7967834	486.6138611	707.8825073	168.1695709	350.9399109	384.8471985	262.2817993	380.0012207	479.5760193	16966.13281	13936.0293	10902.38574	8213.287109	4786.397949	229.5675659	380.9328003	601.3488159	353.5231018	229.3587646	220.8664246	325.0339966
A6NNY8;Q9UPT9	A6NNY8;Q9UPT9	UBP22_HUMAN;UBP27_HUMAN	USP22;USP27X	3	0.000235627	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	4981.715332	299.2000427	5599.833984	290.2232666	200.033783	356.8092957	5227.59375	7215.48291	5392.750977	232.1157532	221.932663	414.9482422	21663.69141	16529.43945	17517.15625	287.7946777	428.5979614	327.1101685	7353.730469	9668.047852	6248.325195	73.56000519	470.7331543	347.9763794	8351.822266	5368.072266	10039.16992	295.8492126	389.4047852	400.1837463	444.7967834	486.6138611	707.8825073	168.1695709	350.9399109	384.8471985	262.2817993	380.0012207	479.5760193	230.8133087	562.2915649	9084.831055	5722.32373	229.5314178	229.5675659	8076.460938	10273.5166	10365.99023	229.3587646	220.8664246	325.0339966
A6QL63	A6QL63	BTBDB_HUMAN	BTBD11	2	0.000225683	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	290.2232666	200.033783	356.8092957	254.6159058	277.1142273	304.2036743	232.1157532	221.932663	414.9482422	421.1134338	290.9544678	369.9564819	287.7946777	428.5979614	327.1101685	388.1054688	236.7562408	2705.433105	73.56000519	470.7331543	347.9763794	434.5157166	373.2294922	339.4611206	295.8492126	7382.469727	6179.577148	18795.62695	19795.66016	21247.33008	168.1695709	350.9399109	384.8471985	4347.743164	4319.437012	479.5760193	230.8133087	562.2915649	240.8029175	377.5259094	229.5314178	229.5675659	380.9328003	601.3488159	353.5231018	229.3587646	220.8664246	325.0339966
A7E2V4	A7E2V4	ZSWM8_HUMAN	ZSWIM8	13	0.000198255	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	290.2232666	200.033783	356.8092957	5986.623535	277.1142273	6329.522949	2027.678833	221.932663	414.9482422	7105.031738	8652.242188	4656.936035	287.7946777	428.5979614	327.1101685	4040.055908	6311.579102	348.4769897	1416.215088	470.7331543	347.9763794	6582.446777	5902.457031	339.4611206	4133.947266	389.4047852	5800.605469	13247.51563	18438.99414	17546.63281	168.1695709	350.9399109	384.8471985	262.2817993	380.0012207	6651.210938	18055.39453	65239.19922	36475.40234	87039.32813	37124.90234	111737.4922	4020.543701	11585.70605	12217.4248	229.3587646	4114.812988	325.0339966
A7KAX9	A7KAX9	RHG32_HUMAN	ARHGAP32	14	0.000198255	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	290.2232666	200.033783	356.8092957	254.6159058	277.1142273	304.2036743	232.1157532	221.932663	414.9482422	421.1134338	290.9544678	369.9564819	287.7946777	428.5979614	327.1101685	6451.041504	236.7562408	348.4769897	73.56000519	470.7331543	6021.650879	13514.35254	15550.39063	15866.52441	7306.984863	8720.74707	400.1837463	21751.2168	18020.73828	10007.22754	168.1695709	5154.923828	384.8471985	7040.629395	7242.050293	9491.164063	14844.10742	30612.31445	7988.72168	24632.63477	6916.425293	21123.09961	380.9328003	601.3488159	6622.258789	229.3587646	220.8664246	325.0339966
A8K2U0	A8K2U0	A2ML1_HUMAN	A2ML1	5	0.000254712	6750.136719	8322.892578	338.4084473	5404.904297	7265.942383	11532.75391	14453.42188	5342.457031	6892.73584	6117.568848	6636.70459	254.6159058	5830.672363	6174.54541	232.1157532	9735.457031	7941.13623	421.1134338	290.9544678	369.9564819	7271.306152	6466.839844	327.1101685	388.1054688	9546.445313	10763.6543	73.56000519	7230.56543	18619.07617	434.5157166	373.2294922	7671.937988	295.8492126	389.4047852	9306.942383	3891.632813	7986.76416	707.8825073	6557.97998	7267.478516	6928.96875	14504.61328	13628.15918	4634.213867	230.8133087	6371.706543	240.8029175	377.5259094	229.5314178	229.5675659	380.9328003	601.3488159	8505.03125	229.3587646	4468.01709	325.0339966
A8K8P3	A8K8P3	SFI1_HUMAN	SFI1	13	0.000215517	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	21269.57031	21238.67188	19804.97461	290.2232666	200.033783	356.8092957	254.6159058	277.1142273	304.2036743	232.1157532	221.932663	414.9482422	421.1134338	290.9544678	369.9564819	287.7946777	428.5979614	327.1101685	87057.46094	56989.93359	50757.61328	73.56000519	470.7331543	347.9763794	40247.25391	32995.90234	31121.58789	295.8492126	389.4047852	400.1837463	22769.82617	28442.07617	26762.37109	168.1695709	350.9399109	384.8471985	262.2817993	380.0012207	19672.67969	230.8133087	24677.69531	240.8029175	28837.12305	229.5314178	33372.91016	380.9328003	601.3488159	353.5231018	229.3587646	220.8664246	325.0339966
A8MPP1;Q96FC9	A8MPP1;Q96FC9	D11L8_HUMAN;DDX11_HUMAN	DDX11;DDX11L8	2	0.000238379	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	290.2232666	200.033783	356.8092957	3205.736328	2654.381104	2364.780762	232.1157532	221.932663	414.9482422	4196.183594	2917.627197	2557.124268	287.7946777	428.5979614	327.1101685	6240.273926	7208.20752	4040.270752	73.56000519	470.7331543	347.9763794	7759.666016	5901.302734	7531.522949	295.8492126	389.4047852	400.1837463	3973.776367	2186.881104	707.8825073	168.1695709	350.9399109	384.8471985	262.2817993	380.0012207	479.5760193	230.8133087	562.2915649	240.8029175	8306.381836	229.5314178	7456.976074	380.9328003	8347.035156	353.5231018	229.3587646	220.8664246	325.0339966
